respid;open145;open42;open10;open15;open134;open900;open109;open88;open46;open1;open99;open11;open116;open4;open112;open40;open9;open13;open118;open121;open151;open90;open5;open87;open30;open146;open43;open139;open3;open48;open22;open125;open60;open32;open49;open12;open106;open96;open111;open130;open133;open19;open104;open135;open80;open143;open115;open59;open78;open75;open102;open107;open76;open94;open71;open7;open44;open21;open105;open18;open113;open148;open64;open50;open89;open110;open152;open129;open8;open53;open63;open66;open27;open83;open95;open70;open86;open85;open136;open16;open29;open25;open147;open144;open72;open140;open55;open61;open56;open58;open901;open37;open74;open91;open97;open93;open67;open20;open17;open127;open2;open124;open114;open6;open28;open92;open132;open77;open45;open31;open35;Filter;filter_$
10050050;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;1;4;2;4;3;4;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;1;3;2;3;3;4;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3;3;3;3;2;2;4;3;3;3;3;3;3;3;5;4;3;4;3;4;3;4;2;2;2;3;5;3;2;2;3;4;3;2;2;0;1
10050052;4;2;2;4;4;4;4;4;2;4;5;3;3;3;4;1;4;4;3;4;4;2;4;3;4;5;4;4;4;4;2;4;2;4;4;3;3;5;3;2;2;3;5;2;3;3;2;4;4;1;5;2;4;4;3;4;4;3;4;4;2;5;4;4;2;5;5;4;3;2;4;2;2;4;3;4;2;4;4;4;5;5;4;4;2;4;4;2;4;3;3;2;2;3;5;4;3;3;4;3;4;4;2;4;3;3;4;4;3;3;4;0;1
10050053;5;2;1;4;3;4;4;4;3;3;4;4;3;4;4;1;3;4;3;4;2;3;4;5;4;4;4;4;4;4;2;5;3;4;4;4;3;5;4;4;4;4;4;4;2;2;3;4;4;3;4;2;4;4;4;3;4;2;4;4;2;4;4;4;4;4;4;4;4;4;4;3;2;3;4;4;2;4;4;4;4;2;4;4;2;4;4;2;4;4;4;2;3;3;4;4;4;3;4;4;3;4;2;4;4;4;4;4;4;4;4;0;1
10050055;5;1;1;5;4;5;4;2;3;4;5;5;3;1;4;1;3;3;4;3;5;5;4;3;2;3;3;3;3;3;2;3;3;5;2;5;1;5;2;5;2;2;5;5;4;2;2;2;4;4;5;2;4;4;5;4;4;2;3;3;1;5;5;5;2;3;5;4;4;5;5;3;1;4;3;5;2;3;4;4;3;2;4;4;2;4;5;2;5;5;4;4;2;5;5;5;2;4;2;3;4;5;2;4;4;2;3;4;4;3;4;0;1
10060006;4;2;4;3;3;3;2;4;2;4;2;3;4;4;4;4;4;4;2;4;2;4;3;4;4;4;4;4;4;3;4;4;4;4;4;3;2;4;3;2;3;3;4;4;3;4;3;5;2;3;2;3;4;3;4;2;5;5;2;4;3;4;4;2;5;3;2;5;4;2;2;2;3;4;4;3;3;2;3;3;3;3;2;4;3;4;3;3;4;3;2;5;2;1;4;5;4;4;4;5;3;4;5;4;2;4;3;4;5;4;4;0;1
10060009;5;1;1;5;5;5;5;5;5;5;5;1;5;3;5;1;4;5;5;5;3;3;5;5;5;5;5;5;5;3;2;5;1;5;5;5;4;5;5;1;5;5;5;4;5;1;1;4;5;4;5;1;5;5;5;5;3;1;5;5;1;5;5;5;4;5;5;5;5;5;3;2;5;5;5;5;1;5;5;5;5;1;5;5;1;5;5;2;5;5;4;1;1;5;5;5;4;5;5;5;5;5;1;5;5;5;3;5;2;5;5;0;1
10060012;5;2;2;4;3;5;2;3;4;4;2;3;4;3;4;2;2;4;5;3;3;5;4;3;4;3;3;5;4;3;5;5;1;4;3;5;3;5;5;2;4;5;5;5;3;4;3;2;5;2;5;2;5;3;5;2;3;1;5;4;1;5;5;1;3;5;2;5;3;5;1;5;3;3;2;3;2;5;5;5;5;5;4;5;5;5;5;1;5;4;5;5;1;5;5;5;3;3;4;5;5;5;1;4;1;1;3;2;4;2;4;0;1
10060014;4;2;2;3;3;3;2;5;4;3;5;3;4;3;3;2;2;3;3;3;3;3;3;4;3;4;3;3;2;3;3;2;3;3;2;4;3;4;3;3;2;4;3;2;2;3;4;4;2;4;4;3;3;4;3;3;3;3;2;3;3;5;3;4;3;2;4;4;4;2;3;2;3;3;4;2;3;3;4;3;3;5;3;3;3;4;3;1;4;5;3;4;3;4;4;3;2;2;4;2;3;2;2;2;3;3;2;3;3;3;3;0;1
10060019;5;1;1;5;5;5;3;5;2;5;5;1;1;1;5;1;5;3;1;5;2;3;5;3;5;5;5;3;5;4;2;5;2;5;5;5;4;5;5;3;5;4;2;3;4;1;2;4;5;1;5;2;5;5;4;4;4;2;4;5;2;5;5;5;2;4;5;4;5;2;4;4;2;4;4;4;2;5;5;5;5;1;4;3;4;5;5;2;4;5;2;2;2;2;5;4;3;5;5;5;4;5;4;4;3;4;3;5;3;5;4;0;1
10060020;3;2;2;1;5;5;5;3;2;3;3;3;2;1;3;1;1;3;3;5;3;2;2;5;2;2;2;2;2;2;3;1;2;4;1;3;4;2;2;2;3;2;3;4;2;2;3;1;1;1;2;3;3;2;2;3;1;3;4;4;1;1;5;5;3;1;1;2;2;1;1;2;2;1;4;3;1;2;2;2;2;2;2;2;2;2;1;4;1;2;1;1;1;1;2;2;1;1;3;1;4;1;5;3;3;4;1;2;3;3;3;0;1
10060022;5;1;2;4;4;3;3;4;3;4;4;1;2;4;5;1;2;3;3;5;3;3;4;5;3;4;3;4;3;5;2;4;2;5;5;3;3;4;4;2;4;4;4;5;3;2;2;3;5;3;5;3;5;3;5;5;4;2;5;4;2;5;5;5;3;5;5;5;5;2;3;1;2;4;3;5;3;5;5;3;4;3;5;5;1;5;5;1;5;5;3;1;1;2;5;5;4;4;4;5;3;5;1;5;4;3;3;4;4;3;5;0;1
10060023;4;2;2;4;3;3;3;4;3;4;3;2;3;3;4;1;3;2;3;4;2;3;4;3;4;4;4;3;4;4;2;4;2;3;4;3;3;4;3;3;3;4;4;3;3;2;2;3;3;3;4;2;4;3;3;3;3;2;3;4;2;5;4;4;4;4;3;3;3;3;2;2;2;3;2;3;1;4;3;3;3;5;3;3;2;4;3;2;3;4;3;2;2;3;4;3;3;2;3;4;3;3;2;3;3;3;4;4;3;3;4;0;1
10060024;5;1;1;4;5;5;3;2;3;4;5;1;1;2;3;1;2;4;2;3;2;5;4;1;5;5;4;3;4;2;1;5;4;5;5;3;4;5;5;5;5;3;3;2;4;4;4;3;3;2;5;3;3;5;5;5;5;4;4;5;3;5;5;5;5;5;5;5;5;4;5;3;2;4;3;5;2;5;5;3;3;5;5;4;1;5;5;1;5;1;2;1;1;3;5;5;3;5;5;5;4;4;4;5;1;5;5;5;4;5;4;0;1
10060027;4;1;2;3;4;5;5;3;2;3;5;1;1;2;3;1;3;3;1;4;2;2;4;3;3;5;2;5;3;3;3;5;2;5;4;4;3;5;3;3;4;3;3;3;2;4;2;3;5;5;5;1;4;5;3;3;3;4;4;3;4;4;5;3;2;3;5;4;2;3;2;2;3;4;4;1;1;4;5;4;3;1;4;5;3;5;5;2;3;5;3;1;2;2;5;4;3;2;3;5;3;2;1;3;4;3;3;3;2;3;5;0;1
10060028;5;2;2;5;4;4;4;5;3;5;5;4;3;1;4;2;4;3;2;4;2;4;5;5;4;4;4;4;4;4;2;4;2;5;3;3;3;5;3;2;4;5;2;3;3;2;3;3;4;3;5;3;5;5;5;4;3;4;5;2;2;5;4;2;5;2;5;4;2;3;3;2;3;4;4;4;1;4;5;4;4;3;5;4;1;4;5;4;4;4;3;2;2;3;5;3;4;3;4;4;3;5;2;4;3;3;3;4;3;4;5;0;1
10060030;4;2;3;3;4;1;1;2;3;5;3;2;2;1;4;1;3;3;2;4;4;5;2;1;5;3;2;4;4;3;3;1;3;5;3;3;4;3;4;5;2;1;3;2;3;2;4;5;1;2;2;3;2;4;2;4;3;5;2;3;3;4;4;4;1;2;1;5;1;1;1;4;2;4;1;1;4;4;5;4;3;3;2;5;3;3;3;1;3;4;3;5;3;3;3;4;4;2;3;2;2;2;4;1;3;3;3;4;3;4;2;0;1
10060031;3;3;3;3;3;4;2;4;2;3;3;3;2;2;3;2;1;3;1;3;2;5;4;3;3;3;3;4;3;3;3;3;3;3;3;2;3;4;3;2;2;2;3;3;2;4;2;4;4;2;4;3;4;4;3;3;3;4;2;3;3;3;3;3;2;3;4;4;3;2;2;4;2;3;2;2;2;4;4;3;3;5;3;3;2;3;4;2;4;3;2;4;2;2;4;3;3;3;4;4;3;3;2;3;1;3;4;3;3;3;3;0;1
10060038;5;2;1;4;4;5;2;4;5;4;5;5;5;3;4;1;1;5;5;3;2;5;4;5;4;4;2;3;4;5;1;4;2;4;4;4;4;5;5;1;4;5;5;3;4;2;2;5;4;5;5;2;5;5;5;5;5;1;3;4;2;5;5;5;4;4;5;5;4;5;5;2;2;5;5;4;2;5;5;4;4;3;3;4;1;5;4;1;5;5;4;2;1;5;5;3;5;3;4;5;5;5;1;5;2;1;5;5;5;3;5;0;1
10060040;4;2;1;4;4;4;5;3;4;4;4;2;5;3;4;1;4;5;5;4;3;3;4;4;4;4;4;4;4;4;2;4;3;4;4;4;4;4;4;2;4;4;4;4;4;2;3;2;3;4;5;2;5;4;3;4;4;2;4;4;2;5;5;4;3;4;1;4;4;4;5;2;1;5;5;4;1;4;4;4;4;5;5;4;2;4;3;3;5;4;3;2;2;4;4;4;3;3;3;4;4;3;2;4;2;4;3;4;4;4;4;0;1
10060042;4;3;3;3;4;2;3;4;2;3;4;4;1;1;4;3;2;2;1;4;4;3;3;4;3;3;3;4;3;3;4;2;1;4;3;3;4;4;4;2;2;4;3;3;2;3;2;1;3;1;3;3;3;4;4;3;2;3;3;3;2;4;2;3;2;2;2;3;3;2;2;5;2;3;3;4;3;4;4;4;4;5;4;4;2;3;5;2;4;4;3;3;2;2;4;4;3;2;3;3;3;4;2;3;1;3;4;3;3;3;4;0;1
10060047;5;3;1;5;5;4;3;3;5;5;5;3;3;2;4;1;3;5;5;5;1;4;4;3;4;4;3;5;4;5;1;3;1;5;4;4;3;5;5;2;2;4;5;3;5;1;3;3;3;5;5;1;5;5;5;4;5;1;3;4;1;5;5;5;5;4;5;5;5;2;5;2;5;5;4;4;1;4;4;4;4;1;3;4;1;3;5;1;5;5;3;4;1;5;5;5;3;4;4;3;4;4;1;5;5;5;3;5;2;5;4;0;1
10060049;5;4;1;5;3;5;4;4;3;4;4;4;2;2;4;1;4;3;3;5;2;2;4;5;4;5;4;4;3;4;1;3;3;4;4;2;4;5;4;1;3;4;4;3;4;3;3;2;3;2;5;2;5;4;5;3;3;2;3;2;2;5;5;3;4;5;4;4;4;3;4;2;2;4;4;5;2;4;3;4;4;1;3;3;2;4;5;2;4;5;3;3;2;4;4;4;2;4;3;3;3;3;2;5;2;3;3;4;2;3;4;0;1
10070002;4;3;2;4;3;5;4;4;4;4;4;3;4;4;3;3;3;3;3;3;3;3;3;5;3;5;4;4;3;4;3;4;3;4;4;2;3;5;4;2;4;5;4;3;3;4;3;5;4;3;5;3;5;4;4;4;3;1;3;4;2;4;4;4;5;4;5;4;4;4;2;2;3;3;4;5;2;4;4;4;4;4;4;3;1;4;5;1;4;5;3;3;2;5;3;4;3;3;3;4;3;4;4;4;4;4;5;4;3;3;4;0;1
10070004;4;2;4;5;4;4;4;4;2;4;4;2;3;3;4;2;1;3;3;4;4;4;4;3;4;3;4;4;4;3;4;4;2;4;3;2;3;5;3;3;2;2;4;2;2;4;2;2;4;2;5;3;4;5;5;4;3;3;4;4;2;5;4;3;2;3;4;4;4;4;2;3;3;4;2;3;3;3;4;4;4;5;4;4;2;4;4;2;4;3;1;2;2;4;4;3;4;3;3;4;5;4;3;5;1;1;3;4;3;2;4;0;1
10070005;5;3;1;5;5;5;3;5;5;5;5;1;4;1;5;1;3;4;5;3;1;3;5;3;3;5;5;4;5;5;1;5;1;4;5;5;3;5;5;1;5;5;5;2;5;1;2;1;5;3;5;2;5;5;5;4;3;1;5;3;1;5;5;5;4;4;4;5;5;5;3;2;2;5;2;5;2;5;5;5;5;5;5;5;1;5;5;2;5;5;5;1;1;5;5;4;5;5;4;5;5;5;3;5;1;4;4;5;1;3;5;0;1
10070008;4;4;2;4;4;3;3;4;3;4;4;4;2;2;4;2;4;4;3;4;2;3;4;5;4;4;3;4;3;4;2;4;2;4;3;4;4;4;4;2;3;5;4;3;4;2;3;3;3;2;4;2;4;4;4;4;5;3;4;3;1;4;4;4;4;4;3;4;4;3;3;2;3;4;4;3;2;4;4;4;4;5;4;4;2;4;5;2;4;4;3;3;2;4;4;4;3;3;4;4;3;4;2;4;2;4;4;4;2;4;4;0;1
10070011;4;2;1;5;3;5;5;5;3;3;5;2;3;2;2;2;5;4;3;3;3;3;4;5;3;3;3;2;4;4;2;4;3;3;4;2;3;5;4;2;2;5;4;2;3;4;3;3;4;3;5;3;5;5;5;3;3;3;4;4;3;4;5;4;3;4;5;3;4;4;1;3;2;2;4;5;3;3;3;3;4;4;4;3;1;4;5;3;4;5;2;3;1;4;4;3;3;3;3;4;3;5;3;4;4;4;2;3;3;4;4;0;1
10070012;5;1;1;5;4;5;5;4;4;2;2;4;3;4;1;4;4;4;4;2;2;4;5;3;1;3;1;4;3;2;1;5;1;5;5;3;4;5;5;2;3;4;4;4;5;2;5;2;5;5;5;5;1;1;2;2;4;1;3;5;3;5;5;5;3;5;5;4;4;5;4;2;1;5;5;3;1;5;4;5;5;1;4;3;1;4;5;1;4;4;4;2;1;4;5;3;2;2;5;4;5;4;1;4;4;4;1;5;2;4;4;0;1
10070014;5;4;3;3;3;4;3;3;1;2;3;3;3;1;3;3;2;4;3;3;3;3;2;2;3;3;3;3;2;1;3;5;2;5;3;4;4;4;4;3;5;4;3;3;4;3;3;1;3;2;4;3;4;4;4;4;4;3;3;3;3;5;3;3;1;3;4;3;2;1;3;3;1;5;1;3;2;5;3;3;3;5;2;4;4;4;5;2;4;3;3;3;3;3;4;3;3;1;4;4;3;5;3;3;3;4;4;4;4;4;3;0;1
10070015;3;2;2;4;3;3;3;3;2;4;4;4;3;3;3;4;3;3;3;4;4;3;3;3;2;4;2;3;3;3;4;3;2;4;2;2;2;4;3;3;3;3;3;3;3;4;3;5;2;2;4;3;4;4;2;4;2;3;2;3;2;3;4;3;3;2;4;4;3;3;3;3;3;4;3;3;3;3;4;3;3;3;2;3;2;4;4;2;4;2;2;3;3;4;4;3;3;1;3;4;3;3;2;3;3;2;5;4;4;3;4;0;1
10070017;3;1;1;3;4;5;5;3;1;4;5;5;1;1;5;1;2;5;1;2;5;3;5;1;4;5;1;1;4;2;5;5;1;5;3;5;2;5;5;2;3;4;4;5;4;5;1;5;2;1;5;1;5;5;5;4;2;3;3;2;4;4;5;1;3;2;3;2;3;4;1;3;1;5;1;4;1;4;5;4;3;4;5;2;1;5;5;2;4;3;1;3;5;1;5;3;1;1;5;5;4;5;5;4;1;4;2;3;4;4;4;0;1
10070020;4;3;2;3;3;2;3;3;4;3;4;3;4;3;3;2;5;3;3;3;3;4;4;3;3;4;3;3;4;4;3;3;3;3;2;3;3;4;3;3;2;3;3;3;4;3;3;4;3;3;4;2;4;4;3;3;3;3;4;3;3;5;3;2;3;3;5;3;3;2;3;3;3;4;2;3;3;3;3;3;3;3;3;3;2;4;4;2;3;2;3;2;4;3;5;3;1;2;4;4;4;2;2;3;5;4;2;3;3;3;3;0;1
10070026;4;2;1;4;5;5;2;4;5;5;2;2;4;1;4;1;1;4;5;5;4;4;4;1;4;4;3;2;5;3;1;4;2;4;5;1;4;5;4;3;3;2;5;4;4;2;3;1;3;2;5;2;5;5;3;3;4;1;3;4;2;5;5;5;1;4;4;5;4;5;4;2;1;4;4;3;2;4;4;4;4;5;5;3;2;4;5;3;3;5;2;3;4;5;5;4;2;3;3;4;3;5;4;4;3;5;1;4;4;5;3;0;1
10070027;4;2;1;5;5;5;2;5;4;5;4;2;4;3;3;1;1;4;4;5;2;4;4;4;4;4;3;4;4;4;1;3;2;4;3;1;5;5;4;2;3;5;4;2;4;2;1;3;5;3;5;2;4;4;4;2;5;1;3;4;2;5;4;4;2;5;5;3;4;2;4;1;1;2;2;4;1;4;4;2;4;1;5;4;1;4;3;2;4;4;1;2;1;5;4;4;3;4;4;4;2;4;4;4;4;3;1;4;2;3;4;0;1
10070028;4;4;2;4;4;4;4;3;2;3;3;2;2;3;4;1;4;4;3;3;2;2;4;5;4;4;3;2;2;2;2;4;4;3;4;2;3;5;5;4;4;4;3;4;3;3;3;4;4;2;5;1;4;4;3;3;2;3;5;4;2;4;5;4;3;2;2;4;2;2;1;2;3;2;1;2;2;4;4;2;4;1;4;4;3;4;4;4;4;2;2;5;1;4;5;2;4;3;2;5;4;4;4;5;4;5;3;3;2;4;4;0;1
10070033;5;1;1;3;5;4;2;5;1;4;4;1;2;3;3;2;2;3;1;3;2;5;5;5;5;5;5;3;5;4;2;4;1;5;5;5;3;5;4;2;4;5;3;4;3;2;2;5;3;1;3;2;3;3;2;3;5;3;2;3;4;3;3;3;3;3;5;3;2;1;3;2;1;5;3;3;2;3;4;4;3;5;5;5;2;3;3;3;3;3;3;3;2;1;3;5;1;3;2;3;1;3;3;2;3;3;1;4;1;5;3;0;1
10070034;4;3;1;3;4;5;4;5;2;4;3;2;2;2;3;2;1;3;3;2;1;3;3;2;4;2;2;2;3;3;2;3;2;4;3;3;3;4;4;3;3;2;4;4;4;3;4;5;4;2;4;3;3;4;3;3;5;2;3;3;3;4;4;2;2;3;3;4;3;3;2;4;2;4;2;3;4;4;3;3;4;3;2;3;2;3;5;1;4;2;4;2;1;4;5;4;4;4;2;4;3;4;1;5;3;3;4;3;4;4;4;0;1
10070037;3;2;2;3;3;5;5;5;4;4;4;3;4;2;3;1;3;3;4;3;4;4;3;4;3;3;3;4;3;4;2;5;2;3;2;3;2;5;3;2;3;3;4;2;3;2;3;2;2;3;4;3;4;4;3;3;3;2;2;3;2;4;3;3;3;4;2;3;3;4;3;3;3;3;5;3;3;3;3;3;3;3;3;4;1;4;5;1;4;4;3;3;3;4;5;5;3;2;5;5;3;3;2;4;1;2;4;4;4;4;4;0;1
10070038;5;1;1;4;5;5;5;5;5;5;5;1;4;3;5;1;2;5;3;5;2;3;5;4;5;5;3;5;5;5;1;5;1;5;5;4;4;5;5;3;4;5;5;3;3;1;2;5;2;3;5;2;5;5;5;5;5;2;4;5;1;5;5;3;5;5;5;5;5;5;5;1;3;5;5;5;1;5;5;5;5;4;5;5;5;5;5;2;4;5;4;2;1;5;5;5;3;5;5;3;5;4;5;5;5;3;5;5;2;5;5;0;1
10070040;5;3;1;5;5;5;4;4;5;5;5;2;5;2;5;1;5;4;5;4;3;2;3;5;4;4;3;5;3;4;2;4;3;5;3;2;3;5;4;1;4;5;5;3;3;2;3;5;5;3;5;1;5;5;5;3;4;1;5;3;1;5;5;4;5;4;5;5;5;5;2;2;3;3;5;5;1;5;3;3;4;2;3;4;1;3;5;2;5;5;2;3;2;5;5;5;3;5;3;4;3;5;2;4;5;3;5;5;3;4;5;0;1
10070043;4;2;1;2;4;4;5;1;2;4;5;1;3;1;5;1;3;4;2;5;4;5;4;1;5;5;3;3;4;3;2;5;1;5;5;3;5;5;5;5;5;1;3;4;4;3;3;3;3;1;5;1;5;5;5;3;3;3;5;4;2;5;4;4;1;1;5;5;4;2;4;1;2;5;1;5;2;5;5;3;4;5;2;4;2;5;4;1;3;5;2;1;1;3;5;5;2;5;5;3;3;4;1;5;3;5;4;5;4;5;5;0;1
10070044;4;3;2;3;4;5;3;1;5;4;3;1;5;4;3;2;3;3;5;5;2;2;3;3;3;4;3;1;3;4;2;4;3;3;4;2;2;4;3;2;3;3;4;3;3;3;3;3;3;5;4;3;4;5;3;3;4;2;3;3;2;4;4;3;5;3;5;4;3;4;2;3;2;4;5;4;3;3;3;4;4;5;4;4;3;3;3;4;4;4;1;2;2;5;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;0;1
10080002;5;3;2;4;4;5;2;5;5;5;4;1;2;2;4;1;4;5;3;5;5;3;3;5;4;4;3;4;4;5;4;3;2;5;4;4;2;5;4;4;3;5;5;2;3;3;1;5;3;5;5;3;5;5;4;5;3;2;4;3;2;4;5;3;3;4;2;3;5;5;5;3;3;4;4;5;2;3;5;4;3;1;3;5;1;3;5;3;5;5;3;3;1;4;5;3;2;3;4;5;2;5;3;5;3;4;2;4;4;3;4;0;1
10080003;3;3;1;5;3;5;5;5;3;5;5;1;1;5;5;2;2;4;2;1;5;4;4;5;1;3;5;5;1;5;5;5;5;2;1;5;1;5;1;1;3;5;5;4;1;5;5;5;5;1;5;4;5;5;3;1;2;5;4;1;2;4;4;1;5;5;5;4;3;4;1;5;2;5;5;5;1;1;3;5;1;2;5;3;1;5;5;2;4;4;5;5;1;2;4;3;4;5;2;5;2;5;2;4;2;1;4;3;2;1;3;0;1
10080007;4;1;1;5;3;5;3;3;3;3;3;3;3;2;3;2;3;3;3;3;2;2;3;3;2;3;3;3;2;3;2;3;3;3;3;2;4;5;3;3;3;3;3;3;4;2;3;3;3;3;4;4;3;5;3;3;3;2;2;3;3;3;2;3;3;3;3;3;3;4;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;1
10080008;5;3;2;5;5;5;3;3;5;5;4;3;5;2;4;1;3;5;5;5;2;3;5;3;5;5;5;5;5;5;1;4;2;5;5;4;5;5;5;2;5;4;5;5;5;2;4;4;4;5;5;2;5;5;4;5;4;2;4;5;1;5;4;4;3;2;3;4;4;3;4;3;3;5;2;4;1;5;4;5;5;5;4;3;1;5;3;2;3;5;2;1;1;4;4;3;3;5;5;5;5;5;2;4;2;5;3;5;2;5;5;0;1
10080012;5;2;2;5;5;5;2;5;5;5;5;1;3;3;4;1;5;4;3;4;3;5;5;5;4;5;3;5;4;5;2;5;3;5;3;3;3;5;3;1;5;5;3;3;4;2;3;3;4;3;5;1;5;5;5;4;4;1;1;4;1;5;5;4;2;3;5;5;5;5;5;4;3;4;2;3;1;4;5;3;4;5;3;4;2;4;2;2;4;4;4;3;1;5;5;5;4;3;5;5;5;5;2;4;3;3;5;5;2;3;3;0;1
10080013;4;3;2;4;4;3;4;4;4;3;3;4;3;2;3;2;1;3;5;3;3;5;3;2;3;3;2;3;4;5;2;4;2;3;3;3;2;5;3;3;2;3;4;3;4;2;2;4;3;1;4;2;4;4;3;4;3;2;4;3;2;5;3;4;3;4;3;4;3;3;2;2;2;4;3;3;4;3;4;3;3;5;3;3;3;3;5;2;3;3;3;3;3;5;4;3;3;2;3;3;2;3;1;3;2;3;3;3;3;3;3;0;1
10080015;5;2;1;4;4;2;1;1;3;3;4;2;2;2;5;1;4;3;2;4;1;4;5;5;4;4;2;5;3;5;2;4;3;4;5;4;3;5;3;2;3;4;5;4;4;3;3;1;3;2;5;2;5;5;2;3;5;4;3;3;2;4;5;3;4;4;5;4;4;4;4;2;2;3;4;2;2;4;5;2;4;5;2;4;1;3;4;1;5;5;5;4;1;3;3;4;3;2;4;5;3;4;4;5;2;2;5;4;4;3;4;0;1
10080019;4;1;1;5;4;5;5;5;5;4;5;1;5;3;5;1;4;3;4;4;1;4;5;5;3;5;5;4;3;5;3;5;3;5;5;1;3;5;4;1;4;5;5;4;3;2;3;5;5;5;5;2;5;5;5;4;4;1;3;3;1;5;5;5;5;3;5;4;5;5;2;4;3;3;5;5;3;3;5;5;5;5;5;5;1;5;5;1;5;5;2;3;1;5;5;5;5;3;3;5;4;5;1;5;5;3;1;4;1;2;5;0;1
10080023;5;2;2;5;4;4;1;4;3;3;5;5;5;2;3;1;1;3;5;2;5;5;3;2;3;4;2;4;1;5;5;2;4;3;2;3;2;5;4;2;2;3;4;4;1;3;4;2;5;2;5;3;5;5;5;4;2;2;2;3;3;5;4;1;2;4;5;3;1;5;1;4;1;2;4;3;3;2;5;4;4;5;3;4;1;3;5;2;4;5;4;5;1;5;3;4;3;2;3;3;3;2;1;1;2;1;4;3;3;3;2;0;1
10080026;4;2;3;5;4;3;3;3;1;3;3;2;1;3;3;5;2;3;2;3;3;2;3;3;3;3;3;3;3;3;2;5;3;5;4;3;1;3;3;3;2;3;2;4;3;3;5;3;4;3;3;4;4;4;2;3;3;5;4;2;3;3;3;3;1;1;5;4;3;4;3;5;1;3;3;5;3;3;4;4;4;1;4;3;3;4;3;2;3;3;1;3;3;1;4;5;5;4;4;4;3;4;4;4;3;3;3;4;5;2;4;0;1
10080028;3;3;2;4;4;4;3;2;2;4;3;1;1;3;4;2;4;4;2;4;3;4;4;2;4;4;4;2;4;4;2;4;2;3;5;2;3;4;3;2;4;3;4;4;4;2;4;1;3;2;5;2;3;4;4;3;4;2;4;4;2;5;4;4;1;4;3;4;4;2;4;2;1;4;4;4;2;4;4;3;4;4;3;4;2;3;5;4;4;4;2;3;3;1;5;4;4;4;4;4;4;4;3;4;2;4;1;4;2;4;4;0;1
10080029;5;1;1;4;5;4;1;3;4;5;5;1;2;1;4;1;5;4;1;4;2;5;5;5;4;5;3;4;5;5;2;4;2;5;4;3;5;5;5;1;4;5;5;2;3;5;2;5;3;3;5;3;4;5;5;5;3;5;3;3;5;5;3;5;5;5;4;5;5;1;1;2;3;5;5;3;2;5;4;4;5;5;5;4;1;5;5;1;5;5;4;5;2;5;5;5;5;3;5;5;3;5;3;5;5;3;5;5;5;2;2;0;1
10080031;5;2;1;4;4;4;4;5;1;4;1;1;1;4;4;2;3;3;1;5;5;3;5;2;2;5;4;3;3;4;3;5;3;4;5;3;2;5;2;5;3;3;3;3;3;3;2;1;3;1;4;3;4;3;4;3;2;4;3;4;5;4;2;3;1;5;3;4;4;1;2;3;1;4;1;2;1;3;3;4;4;4;4;4;4;4;4;2;4;3;4;2;2;1;4;3;4;3;4;4;4;4;3;4;4;4;1;3;4;3;4;0;1
10080033;4;1;2;3;4;5;4;2;3;5;5;1;3;3;5;1;4;5;2;5;1;4;5;5;5;5;3;5;4;5;3;5;2;5;4;2;4;5;4;2;3;5;5;3;3;2;4;5;5;1;5;1;5;5;5;5;5;3;5;5;5;5;2;3;5;5;5;5;5;5;1;3;3;5;1;5;1;3;5;1;3;3;4;3;2;3;3;4;3;3;2;3;5;4;5;3;2;3;5;5;3;5;3;4;1;1;3;5;1;3;4;0;1
10080037;5;4;1;4;4;5;4;4;5;4;5;1;4;2;5;1;2;5;2;4;3;2;5;1;4;4;3;3;4;2;1;4;2;4;4;5;4;5;4;5;4;1;4;3;3;2;4;5;2;3;5;1;5;5;3;2;5;2;3;4;2;5;5;5;2;3;5;5;4;4;5;2;2;4;4;3;2;4;5;4;4;5;3;4;2;4;3;2;5;1;5;2;1;5;5;4;3;3;5;4;3;1;1;4;4;2;5;5;2;3;4;0;1
10080038;5;2;1;5;5;5;2;5;5;5;5;1;3;3;5;1;5;5;2;5;1;5;5;5;5;5;2;4;5;5;1;4;3;5;4;5;4;5;5;1;3;5;5;2;5;1;1;5;5;4;5;2;5;5;4;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;4;2;2;5;5;5;1;1;5;5;5;1;4;4;1;3;5;1;4;5;4;4;1;3;5;4;3;5;5;4;4;5;2;4;5;3;3;5;1;3;5;0;1
10080041;5;1;1;4;5;5;2;3;1;5;1;5;1;5;5;3;2;5;1;5;5;4;5;2;5;4;5;2;4;4;5;5;4;4;5;3;1;5;1;4;5;1;5;5;5;5;3;5;5;1;4;2;5;5;5;4;5;5;5;3;5;4;3;2;1;4;5;5;2;1;1;2;1;5;2;3;1;4;3;3;4;5;4;3;3;4;3;2;1;2;4;3;1;1;4;2;4;2;5;5;3;2;1;3;1;3;1;4;4;4;4;0;1
