10010011	4	5	4	5	3	4	1	3	4	5	4	5	1	3	2	2	4	4	2	3	4	5	4	5	5	5	5	5	1	2	5	3	4	5	3	5	2	3	5	3	2	5	3	3	5	1	3	3	5	4	5	4	5	3	4	3	4	3	4	1	1	2	2	1	5	3	5	2	3	3	5	5	1	4	3	5	2	1	4	5	3	1	0
10010012	4	3	4	4	1	3	2	3	4	2	4	2	1	4	3	2	3	1	2	3	2	4	2	4	3	3	2	3	2	4	4	4	3	4	3	4	2	3	4	2	3	1	2	3	4	2	3	3	3	4	3	4	2	3	3	2	3	2	3	2	2	2	2	4	4	4	3	2	3	3	3	3	3	2	2	4	3	3	4	5	4	1	0
10010013	4	3	3	2	3	4	4	5	5	2	3	5	2	2	3	2	4	4	3	3	3	1	3	5	3	1	2	3	3	5	5	5	3	5	3	4	5	2	2	4	5	5	3	2	4	2	1	2	2	3	3	3	5	5	5	2	5	4	3	4	5	4	5	4	4	2	5	2	4	1	5	4	3	2	5	1	4	5	4	5	5	0	1
10010014	4	4	4	3	3	2	1	3	4	3	3	4	1	3	3	2	2	1	2	4	1	4	2	3	2	4	2	3	2	4	3	3	2	4	4	3	2	3	3	2	2	3	3	3	3	2	3	4	3	4	4	4	4	4	3	2	3	3	4	2	2	3	3	2	4	2	3	3	3	3	3	2	1	3	1	4	2	4	3	4	3	1	0
10010015	5	5	3	4	1	3	1	1	5	5	5	3	2	5	2	2	4	1	2	4	1	5	1	5	3	5	2	3	1	2	5	4	5	5	5	5	1	5	5	1	2	2	1	5	2	3	3	2	4	5	3	5	1	5	4	2	3	1	3	1	2	2	1	1	4	4	3	1	1	3	5	3	1	2	1	5	2	3	2	5	5	0	1
10010016	2	3	3	4	3	4	4	3	5	2	4	2	4	5	2	1	4	4	2	5	3	3	5	5	4	3	3	1	2	3	5	5	4	4	4	5	3	4	3	3	1	4	3	5	4	3	2	4	2	5	3	4	4	4	5	3	4	3	5	4	2	5	2	3	5	2	5	1	3	3	5	5	5	2	5	5	4	5	3	5	5	0	1
10010017	4	5	1	4	1	4	5	4	5	5	4	4	5	5	3	2	4	4	2	2	3	3	4	5	5	2	4	3	4	3	5	5	5	3	4	4	2	4	4	4	2	2	1	3	4	5	3	4	2	4	3	4	4	4	4	4	4	3	4	4	2	4	2	4	4	2	4	2	4	2	4	4	4	2	4	4	4	4	2	5	5	0	1
10010018	5	4	1	4	2	4	4	3	5	3	5	4	3	5	3	1	3	3	2	4	2	5	3	5	5	3	3	5	3	3	4	4	4	5	3	4	2	4	4	4	3	3	3	4	3	5	2	5	2	4	1	4	3	5	5	2	4	3	4	4	2	3	4	3	5	2	4	2	4	1	5	3	2	1	3	5	5	3	4	5	5	1	0
10010019	4	4	2	3	3	3	3	3	5	4	4	2	1	5	2	3	2	1	4	3	2	4	2	4	2	3	2	2	1	2	3	3	2	4	4	3	2	2	3	2	4	2	3	3	3	2	3	3	3	4	4	3	3	3	3	3	3	2	3	3	3	2	4	2	3	3	3	4	2	3	2	3	2	2	2	2	3	2	3	3	4	0	1
10010020	4	4	3	4	3	4	4	4	4	4	4	4	4	4	3	2	4	4	3	2	4	2	4	4	4	2	3	2	4	4	4	4	5	4	4	5	3	4	4	4	2	3	1	4	4	3	2	4	2	4	2	4	4	4	5	3	4	3	3	5	2	4	3	4	5	3	4	1	4	2	5	4	4	1	4	4	3	4	3	5	4	1	0
10010021	4	3	3	4	2	4	2	4	4	3	3	4	1	5	3	2	2	1	2	3	2	4	2	4	3	4	2	3	2	4	3	3	3	4	4	4	2	3	4	4	2	4	3	3	3	2	3	3	3	4	2	4	3	4	4	4	4	2	4	2	3	4	4	3	3	3	4	2	4	1	3	4	1	1	1	3	4	2	4	4	4	1	0
10010022	4	3	4	4	2	2	1	4	3	3	5	2	1	3	2	3	4	3	2	3	2	2	2	4	3	4	2	2	2	4	5	3	4	4	3	4	2	4	3	3	2	4	2	4	4	1	3	2	2	3	4	4	3	4	4	3	4	3	3	2	2	3	2	1	3	4	4	2	4	2	4	5	3	1	4	2	3	4	4	5	3	0	1
10010023	4	3	3	4	3	3	1	2	4	5	3	4	2	5	2	2	3	3	2	4	2	4	3	5	4	3	3	4	3	3	3	3	3	3	4	4	2	4	4	3	3	2	3	3	3	3	3	3	3	3	3	4	3	3	4	4	4	2	3	3	2	3	3	3	3	3	3	2	3	3	3	2	2	3	2	4	4	4	4	4	4	1	0
10010024	4	4	3	4	3	3	3	4	4	4	3	2	2	4	2	3	1	2	4	4	4	2	2	5	4	4	2	4	1	5	4	5	2	5	4	4	2	2	3	4	4	4	3	2	4	2	3	2	1	5	5	4	2	3	5	3	4	2	3	2	2	4	2	2	4	2	4	2	3	2	3	3	2	1	2	4	4	5	5	4	5	1	0
10010025	5	3	3	3	1	3	1	3	3	2	4	2	1	5	3	1	3	1	2	4	1	5	2	4	4	4	2	3	1	3	4	3	2	4	5	3	1	1	3	2	3	2	3	3	3	2	4	3	4	4	5	4	2	4	3	2	3	3	3	2	4	2	2	2	4	2	3	2	1	3	3	2	1	1	1	4	4	3	4	4	4	0	1
10010026	2	5	2	3	3	3	3	2	3	4	1	5	1	2	5	2	3	2	4	3	1	3	3	4	4	3	3	5	2	2	2	1	3	3	3	5	2	1	1	2	4	3	2	2	1	3	2	5	3	3	4	3	2	4	2	2	3	2	2	3	4	1	3	3	4	2	4	2	3	3	3	4	3	2	2	4	3	1	3	2	4	0	1
10010027	4	2	2	4	3	2	3	4	2	2	3	4	3	2	2	4	3	2	3	5	2	4	2	4	2	3	3	3	3	4	3	4	3	3	3	2	2	3	4	4	3	3	4	3	3	3	4	3	2	3	2	4	4	3	3	4	4	4	3	2	2	4	3	3	3	3	4	4	4	2	4	2	2	2	2	2	3	4	5	4	3	1	0
10010028	5	5	2	4	2	4	2	4	5	2	4	5	2	5	3	4	2	4	3	5	2	4	5	5	4	3	3	4	2	4	4	3	5	4	5	5	2	3	4	3	5	5	3	3	4	3	4	3	4	4	2	4	3	5	5	2	4	2	3	4	2	3	3	3	5	3	5	1	2	3	5	5	3	2	5	5	4	4	5	5	5	1	0
10010029	5	5	1	4	1	4	1	3	5	5	4	4	2	3	1	1	5	4	1	1	1	4	4	5	5	2	3	2	2	2	5	4	5	4	3	5	3	4	3	3	2	3	1	4	3	3	3	4	2	5	4	5	2	5	5	1	5	5	3	2	1	4	2	2	5	2	5	1	4	2	5	5	4	1	5	5	3	1	1	5	3	1	0
10010030	4	2	4	4	4	1	2	2	4	2	4	2	2	3	3	4	3	1	2	4	2	3	1	3	1	5	1	3	1	4	3	4	1	3	2	2	2	3	3	3	2	2	5	4	3	1	4	2	3	3	4	2	3	3	4	2	2	2	2	2	4	2	1	2	2	4	4	4	3	4	3	3	2	3	1	1	3	3	5	4	3	0	1
10010031	4	5	4	5	4	3	5	2	5	5	4	4	4	5	4	3	4	3	2	2	1	3	1	5	4	5	2	3	4	1	5	2	4	4	3	5	3	4	5	4	4	2	1	4	2	3	4	3	3	5	4	5	4	5	3	5	4	2	3	5	1	2	2	5	3	3	5	1	4	2	4	2	3	2	5	2	2	3	2	4	5	1	0
10010032	4	4	2	4	2	4	5	5	5	2	4	4	3	3	2	4	4	4	3	3	5	1	4	4	3	2	4	2	4	3	5	4	4	4	4	5	5	3	3	4	1	4	2	4	4	2	2	3	1	5	3	4	4	4	5	4	4	3	5	4	2	4	2	4	4	2	5	2	4	2	4	4	4	3	5	4	3	4	2	4	4	1	0
10010033	5	5	2	4	1	4	3	5	5	1	5	5	4	5	1	3	4	4	1	2	2	3	5	5	5	1	4	2	4	4	5	5	4	5	5	5	2	5	5	3	2	5	2	4	4	5	2	3	1	5	1	4	4	5	5	5	4	5	5	4	2	5	2	4	4	2	5	1	4	2	4	4	5	1	5	5	2	4	2	5	5	1	0
10010034	4	4	2	3	2	4	4	4	4	2	4	3	2	4	2	4	2	2	2	2	3	2	4	4	3	1	4	2	3	5	5	3	4	4	4	4	2	4	4	4	1	4	3	5	4	4	2	3	2	4	5	4	4	5	4	3	4	4	4	3	2	3	3	2	4	3	4	2	3	3	3	4	2	2	2	4	4	3	4	5	5	1	0
10010035	3	4	5	3	1	2	3	5	4	2	2	2	2	5	3	5	4	4	3	3	3	3	2	5	4	4	2	3	1	4	5	3	3	3	3	4	3	4	3	2	4	4	3	5	4	1	3	4	3	3	3	3	2	3	4	2	4	3	4	2	4	4	1	2	4	4	5	2	3	3	3	5	5	2	3	3	3	3	3	4	5	0	1
10010036	4	4	2	4	2	3	3	3	4	2	3	3	3	3	2	2	4	3	2	3	3	2	4	4	2	2	3	3	2	3	5	4	4	4	3	4	3	3	3	3	2	4	2	5	4	2	2	2	3	4	2	3	2	5	5	2	4	4	2	3	1	4	3	3	5	4	5	2	3	3	4	3	4	1	4	4	4	4	5	4	4	0	1
10010037	3	4	3	3	2	2	1	1	3	5	2	4	2	4	4	2	4	2	4	3	2	4	1	4	4	4	1	4	2	3	3	3	4	3	2	4	2	3	3	1	3	2	2	2	3	3	3	3	5	3	5	3	5	3	4	2	2	3	2	2	3	3	3	3	3	2	4	2	1	3	4	3	2	3	2	3	3	4	3	4	4	0	1
10010038	5	4	2	4	2	4	5	4	5	4	5	3	4	4	3	5	3	5	2	3	5	2	4	5	3	2	3	2	4	3	4	5	3	4	4	4	4	3	3	1	3	4	3	3	1	5	2	3	3	5	1	4	2	4	5	2	5	5	4	5	2	5	2	4	4	4	4	2	2	1	4	5	2	3	4	4	5	4	4	4	5	1	0
10010039	4	4	2	4	2	5	3	5	4	3	3	5	4	3	2	1	3	2	3	5	2	2	3	4	5	2	4	5	2	3	3	4	4	5	4	4	2	1	4	4	4	5	2	2	2	4	2	5	2	4	4	5	4	3	4	1	4	4	4	2	1	4	5	4	4	2	4	2	4	2	4	2	2	3	2	4	4	4	4	4	4	0	1
10010040	4	4	1	4	1	4	2	3	4	5	3	4	4	4	3	2	3	5	3	3	2	2	3	5	4	3	4	5	4	4	5	3	5	4	4	5	2	4	4	4	4	3	2	4	3	4	3	4	1	4	2	4	3	5	5	4	3	4	4	4	2	4	4	4	4	2	4	1	5	2	4	4	3	1	5	4	4	4	2	5	4	0	1
10010041	5	5	1	4	1	5	5	5	5	1	5	1	5	5	1	3	5	5	1	2	3	1	5	5	5	3	5	1	5	5	5	5	5	5	5	5	2	5	5	5	1	3	1	5	5	5	3	1	1	5	1	5	3	5	5	5	5	3	5	5	3	5	3	4	5	5	5	1	5	1	5	4	4	1	5	5	5	5	3	5	5	1	0
10010042	3	4	2	2	2	5	4	4	4	4	4	4	2	4	3	3	4	4	2	2	2	2	5	3	4	2	4	3	4	3	4	3	5	4	4	4	3	4	4	4	2	4	2	5	2	4	3	3	2	4	2	4	3	5	4	4	3	3	3	4	2	4	4	4	5	3	4	3	5	3	5	4	5	2	5	4	3	3	3	5	2	0	1
10010043	4	2	3	2	2	3	1	4	4	2	4	2	1	4	2	2	4	2	2	3	1	3	2	3	3	3	2	3	2	4	3	4	2	5	3	3	2	3	3	4	2	4	3	3	2	2	2	3	3	4	1	3	3	4	4	4	3	4	5	2	3	4	2	3	3	3	4	2	5	2	4	3	2	3	2	4	4	4	3	4	3	1	0
10010044	4	5	2	4	2	4	4	4	5	4	3	5	1	4	2	1	4	2	1	3	3	3	3	4	4	2	3	2	3	3	4	4	4	5	5	4	3	3	4	4	2	4	1	4	2	1	2	5	2	4	2	4	4	4	5	2	5	4	5	3	3	4	5	4	5	1	5	1	5	2	5	1	1	2	1	4	3	3	3	4	4	0	1
10010045	5	5	1	5	1	5	4	4	5	3	4	4	4	5	2	1	4	5	1	2	3	2	4	5	3	2	3	2	2	4	4	5	5	4	4	5	3	3	5	3	2	4	1	4	5	3	1	2	1	4	3	4	2	5	5	4	5	5	5	3	3	5	2	2	5	2	5	1	5	1	4	5	5	2	5	5	5	5	1	5	5	0	1
10010046	4	5	4	4	1	5	3	5	5	2	4	3	3	5	3	1	2	5	1	2	1	3	5	5	5	1	3	2	2	5	5	5	5	5	5	5	1	4	5	4	2	4	3	4	5	4	1	2	2	5	2	4	3	3	5	2	2	4	5	3	2	5	2	2	5	2	5	1	5	3	4	5	5	2	5	5	4	3	4	4	5	0	1
10010047	5	3	2	2	3	4	2	3	3	2	4	3	2	5	1	2	3	2	2	2	3	3	3	4	3	2	3	3	4	3	4	1	4	4	4	4	2	3	4	2	2	3	2	4	3	4	2	3	3	4	2	5	3	2	3	2	4	4	3	3	3	3	2	2	3	3	2	3	2	3	3	2	2	2	3	3	3	2	2	5	2	1	0
10010048	4	4	3	2	2	3	3	2	4	4	4	4	2	5	3	2	3	2	2	3	2	4	4	3	3	3	3	3	1	4	4	4	3	4	3	4	2	4	4	3	2	3	1	4	4	2	3	4	2	4	2	4	2	4	4	3	4	2	2	2	1	3	4	3	4	3	4	2	3	3	5	3	3	2	3	5	4	5	1	4	4	0	1
10010049	4	4	4	3	2	4	3	4	4	3	4	3	3	4	3	2	4	3	2	3	2	3	4	4	3	3	3	2	2	3	4	4	3	4	4	4	2	4	4	4	2	4	2	4	4	3	2	3	3	4	2	4	4	4	3	4	4	4	4	3	3	4	3	2	4	3	4	2	4	2	4	3	3	2	3	4	3	3	4	4	4	0	1
10010050	5	4	3	4	1	4	3	5	5	3	3	2	2	4	3	1	4	2	2	3	2	3	3	4	4	3	3	2	3	3	5	4	5	4	5	5	3	3	4	3	3	4	2	3	3	3	2	2	3	4	5	5	3	4	4	4	5	4	4	3	2	4	1	3	5	4	5	1	4	1	5	5	2	2	2	4	3	2	4	4	5	1	0
10010051	5	3	1	3	2	4	3	3	3	4	3	3	4	4	2	4	4	4	3	3	1	4	2	5	2	3	3	4	2	4	5	4	3	3	4	4	2	3	4	2	3	4	2	3	3	3	4	2	3	4	3	3	3	4	4	4	4	2	4	3	4	4	2	4	5	3	4	3	3	1	4	5	4	3	5	4	4	3	3	4	4	0	1
10010052	5	3	4	4	2	4	2	3	4	4	4	3	2	3	2	2	4	2	2	4	4	3	4	4	4	3	3	4	2	5	5	3	4	4	4	3	3	4	5	3	2	3	2	4	4	2	4	4	2	5	3	5	2	5	5	4	4	3	5	3	1	4	2	2	5	4	4	2	4	2	4	4	4	1	5	4	4	3	4	5	4	0	1
10020001	4	3	1	4	2	3	3	3	5	3	4	3	5	5	3	1	4	4	2	3	1	4	3	5	4	2	2	3	2	3	3	4	3	5	5	3	1	3	5	3	2	2	2	3	3	4	2	3	3	5	2	5	2	3	4	4	2	3	4	1	1	4	2	1	4	2	4	1	3	3	3	2	3	2	3	4	3	3	4	5	5	1	0
10020002	3	2	2	3	3	3	3	4	2	2	3	2	4	3	3	4	3	2	3	4	2	3	2	3	3	3	3	2	2	4	3	3	2	3	2	2	2	2	3	3	3	4	5	2	2	3	3	3	3	3	2	3	4	3	4	2	3	3	3	2	3	3	2	3	3	4	4	3	3	2	2	2	2	3	2	2	3	4	5	3	3	0	1
10020003	4	3	4	4	2	3	2	2	3	5	3	4	3	2	2	3	4	3	4	3	2	5	3	3	4	3	2	3	2	3	4	2	3	5	3	4	2	2	3	2	3	2	3	2	4	2	3	4	3	3	4	4	2	3	3	2	3	3	3	3	2	2	2	4	3	3	3	2	2	3	4	3	1	2	2	3	3	2	3	4	3	0	1
10020004	4	3	2	3	2	4	3	3	4	3	3	4	4	3	3	3	5	3	3	4	2	4	4	4	3	2	2	3	3	3	5	3	3	4	3	3	2	3	3	3	1	4	3	3	3	3	1	4	4	5	5	5	2	3	4	4	3	4	4	3	3	4	3	2	5	4	5	1	4	1	5	3	2	1	3	5	4	4	5	4	5	1	0
10020005	4	2	3	4	4	2	2	4	3	3	4	2	2	3	2	2	3	3	2	4	2	4	2	3	2	4	2	3	2	3	4	3	2	3	3	3	3	2	3	3	2	3	3	2	3	2	3	3	2	3	3	3	3	4	2	3	3	2	4	2	2	2	3	2	3	3	2	3	3	3	3	4	3	2	3	3	3	3	4	4	3	1	0
10020006	5	2	2	3	3	4	5	4	5	5	5	5	4	5	4	2	5	3	3	1	2	4	3	5	4	5	5	4	5	3	5	5	2	5	5	4	2	5	4	2	3	3	1	5	4	5	5	4	5	5	4	5	4	4	5	5	2	5	4	5	2	5	3	5	4	3	5	3	3	4	5	5	3	1	4	5	5	4	1	4	4	0	1
10020007	4	4	2	4	1	4	3	4	4	4	4	4	2	4	3	2	4	4	2	3	3	3	3	5	4	3	3	3	3	2	3	5	3	4	3	5	3	3	4	3	2	5	3	4	3	3	2	4	3	5	2	5	3	4	5	3	4	5	4	2	2	5	2	2	4	2	5	2	3	2	4	4	3	2	2	3	4	3	4	5	4	1	0
10020009	4	3	2	2	2	4	1	2	4	2	2	4	3	4	4	2	4	5	5	4	1	5	2	4	4	4	2	3	1	3	4	4	4	4	4	4	1	1	2	2	4	1	4	1	2	4	2	4	4	4	1	4	2	2	4	4	3	4	2	3	1	4	2	2	4	2	4	3	2	2	4	2	4	5	4	4	3	4	4	4	5	1	0
10020010	5	5	4	5	2	4	5	4	5	1	4	1	5	5	2	5	1	5	5	4	5	1	5	5	4	3	4	5	5	5	5	5	3	1	4	4	5	3	5	5	3	4	3	3	3	4	5	2	2	5	5	4	5	5	5	3	5	4	5	5	5	4	2	2	3	5	4	3	4	2	1	1	5	5	5	4	2	5	4	5	5	1	0
10020011	4	2	3	4	3	2	3	4	3	3	3	4	2	3	3	3	1	2	4	4	2	4	2	3	3	4	2	3	2	4	3	4	2	3	4	2	3	2	3	3	2	3	4	3	2	3	2	3	2	3	2	3	3	3	4	2	4	4	4	4	3	5	3	4	3	3	3	4	4	2	2	3	2	2	2	3	4	4	4	3	3	0	1
10020012	4	4	2	3	2	3	2	2	4	4	4	3	2	4	3	3	4	3	2	2	2	4	2	4	4	4	3	3	2	2	4	3	4	4	3	4	2	3	4	3	2	2	1	5	2	3	3	4	3	4	4	3	3	5	3	3	3	2	2	2	2	2	2	2	4	3	2	1	4	3	5	4	3	2	2	4	2	3	2	5	4	0	1
10020013	3	3	3	2	2	4	3	3	4	5	4	2	3	5	3	3	2	3	4	2	2	4	2	3	4	4	2	3	2	3	3	3	3	4	3	3	2	2	4	3	3	2	3	3	3	2	3	2	2	4	3	4	3	3	3	2	2	2	4	3	3	2	2	3	3	3	3	2	3	3	2	4	3	1	2	3	3	4	4	3	4	0	1
10020014	4	4	3	4	2	3	2	3	4	4	4	3	2	4	2	2	4	3	2	2	2	3	3	4	4	3	2	2	2	3	4	3	3	4	4	4	3	3	3	2	2	4	2	4	3	2	3	2	3	4	4	4	3	4	3	3	3	3	3	3	2	2	3	3	3	2	3	2	2	3	4	4	3	2	3	4	3	3	3	4	4	1	0
10020015	4	3	2	5	2	4	4	4	5	4	4	3	4	3	2	2	4	3	2	4	4	2	4	4	4	2	4	3	3	3	4	4	4	4	4	4	3	4	4	3	2	5	2	4	3	4	2	4	3	5	2	5	3	4	4	4	4	4	4	3	2	4	3	3	4	3	4	2	4	2	4	3	3	2	3	4	4	4	4	5	4	1	0
10020016	4	4	4	3	3	3	2	4	4	2	4	3	2	4	3	3	4	2	2	4	3	3	2	4	3	4	1	2	1	3	4	4	3	4	4	4	2	2	4	2	3	3	3	3	3	1	2	2	2	3	1	4	3	3	4	4	3	2	4	2	3	2	2	1	4	4	4	4	4	4	3	3	2	1	1	2	4	4	5	5	4	1	0
10020017	4	4	3	3	2	4	3	2	4	2	5	2	2	5	5	2	4	3	4	3	2	3	5	5	4	3	2	4	2	3	5	4	3	5	5	4	3	3	4	2	1	4	3	4	2	2	3	3	4	4	5	5	2	5	4	2	4	2	5	1	4	3	4	2	4	3	5	2	2	2	4	2	4	2	2	4	4	3	4	4	4	1	0
10020018	5	5	5	3	3	1	1	4	5	1	5	1	1	4	1	3	5	1	1	3	1	5	1	3	5	1	1	3	1	1	5	5	2	5	4	3	1	2	5	4	3	4	2	4	3	1	4	4	1	5	3	5	1	4	5	5	5	3	3	2	3	3	1	2	2	5	5	1	5	3	5	5	1	4	1	2	3	3	5	5	1	1	0
10020019	2	3	1	5	3	3	1	4	1	4	3	5	2	4	5	1	1	1	5	3	3	5	1	3	4	3	3	4	2	4	5	4	2	3	4	4	1	1	3	2	3	5	3	2	4	5	5	5	5	3	3	5	3	2	2	1	4	1	3	2	2	1	5	3	1	2	2	3	2	2	2	3	1	2	1	3	1	3	3	3	4	1	0
10020021	5	4	3	5	2	3	3	3	3	4	4	3	2	5	3	4	4	4	2	3	3	3	3	5	4	3	2	1	2	2	5	2	4	4	4	5	2	3	4	4	3	3	2	4	2	2	3	3	4	3	4	4	2	2	2	4	4	2	2	2	3	3	4	2	4	3	5	2	2	2	4	5	5	2	3	3	3	3	3	4	4	0	1
10020022	3	3	2	3	1	3	2	3	3	2	3	3	3	4	3	2	3	3	2	3	3	2	3	4	3	3	3	3	2	3	3	3	3	3	3	3	2	3	4	2	3	3	2	3	3	3	2	3	3	3	2	4	3	3	3	3	3	3	3	2	3	3	3	2	4	3	3	2	4	4	4	4	3	2	4	4	4	4	3	4	4	1	0
10020023	5	5	2	3	2	3	2	3	4	5	4	5	3	5	2	2	5	2	2	3	2	3	3	5	5	3	3	3	2	3	3	3	4	4	3	4	2	3	5	3	2	3	3	4	3	5	3	5	3	5	2	5	4	5	5	4	3	4	4	2	3	5	4	2	4	3	5	2	4	3	4	4	3	2	3	5	5	4	3	5	5	1	0
10020024	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	1	0
10020025	4	4	3	4	2	3	3	2	4	3	2	4	2	4	2	2	4	4	2	2	2	3	3	4	3	3	2	2	2	3	4	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	2	2	4	5	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1
10020026	4	3	2	3	1	3	1	2	3	4	4	2	3	5	3	2	3	2	3	3	2	4	2	5	5	4	4	4	3	3	4	2	4	3	3	4	1	2	4	2	4	2	3	4	4	5	4	4	4	4	5	3	3	4	3	2	2	2	2	4	1	4	1	4	4	3	4	2	3	3	5	2	2	2	2	4	3	3	4	5	5	0	1
10020027	5	5	1	2	1	5	3	3	5	3	5	3	3	5	1	3	5	4	1	1	2	3	5	5	5	1	3	1	3	2	5	5	5	5	4	5	3	5	5	4	1	5	1	5	5	4	1	3	1	5	1	5	3	5	5	5	5	3	4	3	4	4	3	2	5	4	5	1	5	1	5	3	5	1	4	5	5	5	1	5	5	0	1
10020028	5	5	3	5	1	5	3	1	5	2	5	5	1	5	1	3	4	1	1	4	3	1	1	5	4	5	1	2	1	3	5	5	4	5	5	5	1	1	4	1	4	2	1	1	5	2	4	5	3	5	5	5	1	5	5	2	5	1	3	2	1	5	1	1	3	1	5	1	2	1	4	4	3	1	2	3	1	3	3	5	3	0	1
10020029	2	5	2	5	1	4	5	4	4	5	3	4	2	5	5	4	5	3	4	5	5	4	4	3	5	4	4	5	5	5	5	3	3	2	3	3	1	4	3	4	5	5	1	4	5	5	5	4	4	5	4	3	5	5	5	4	5	2	5	5	3	5	4	5	5	2	4	1	2	2	5	5	4	3	5	5	3	5	5	4	3	1	0
10020030	5	5	1	2	1	4	4	4	5	4	4	4	2	4	2	4	4	4	2	2	4	3	4	3	4	1	4	3	4	3	5	2	5	4	4	5	3	3	4	4	2	5	2	4	4	3	2	2	2	4	1	3	3	5	4	3	5	1	4	5	4	2	3	5	5	2	5	1	5	1	4	2	4	2	3	4	4	4	4	5	4	1	0
10020031	5	4	3	5	1	4	2	3	5	2	5	5	1	5	3	2	5	3	1	3	2	2	5	5	5	3	2	5	2	4	5	5	5	5	4	5	1	5	5	3	1	4	3	5	5	3	3	3	3	5	1	5	2	5	4	5	4	4	5	3	1	3	2	3	5	2	5	2	4	1	5	4	3	1	3	5	5	2	4	5	5	1	0
