51	-0.719	0.54	0.783	-0.079	0.6	-0.428	0.105	-0.293	0.756	0.401	0.245	-0.29	-0.841	-0.291	1.386	-0.436	0.089	0.533	0.014	0.135	-1.081	0.211	0.029	0.089	-0.013	-0.61	0.672	0.337	0.049	-0.407	0.347	0.975	0.693	-0.927	-0.114	0.046	0.173	0.059	-0.405	-0.88	0.607	-0.385	1
52	0.509	-0.789	-0.929	-0.249	0.789	-0.325	-1.035	0.9	-0.086	-0.13	-0.573	-0.661	-0.96	0.538	-0.832	-0.255	-0.557	-1.196	-0.076	-1.675	0.467	0.267	-0.151	-0.668	0.516	0.033	-1.149	-0.199	-1.166	0.415	-0.412	0.298	-0.449	0.257	0.6	0.211	0.073	1.147	0.196	0.541	1.284	-1.323	1
53	0.04	-0.789	-0.382	0.216	0.231	0.24	-0.156	0.479	0.01	-0.982	-0.135	0.035	-0.064	0.278	0.112	-0.174	-0.028	-0.365	-0.179	-0.051	0.206	0.378	0.309	-0.412	0.507	0.453	-0.564	0.326	0.049	-0.336	0.159	0.362	-0.016	0.348	0.051	0.061	-0.69	0.203	0.359	0.85	0.511	-0.874	1
54	-0.131	-0.499	-0.266	0.081	-0.115	-0.001	-0.684	-0.057	-0.398	0.056	-0.235	0.627	-0.125	0.439	-0.095	-0.281	0.042	0.883	-0.476	0.735	-0.52	-0.483	-0.894	-0.795	-0.803	-0.284	-0.201	0.538	0.435	-0.585	-0.046	0.286	0.541	-0.97	-0.389	-0.187	-0.67	-0.783	0.648	-0.168	-0.61	-0.221	1
55	0.179	1.688	0.151	0.551	0.283	-0.062	0.584	0.343	1.05	1.942	-0.118	-0.266	-0.28	-0.065	1.005	-0.126	-0.589	-0.288	0.717	-0.302	-0.124	-0.107	0.998	-1.68	0.537	-1.205	1.715	1.068	0.864	-0.63	0.968	0.924	-0.106	-0.519	-0.686	-0.752	0.758	-0.284	-1.368	-0.17	0.819	-0.048	1
56	0.027	-0.451	1.274	0.598	-0.386	-0.555	-1.035	-0.083	1.512	-0.065	-0.235	1.828	1.269	0.615	-1.178	0.867	0.073	-0.031	-0.407	1.593	-1.888	0.534	-0.293	-1.282	-0.713	-0.594	-0.847	-0.385	1.204	0.203	-0.274	0.195	1.074	-0.231	-0.518	-0.614	-0.814	-1.4	0.892	-0.396	-0.644	-0.048	1
57	0.991	-0.635	0.05	0.57	0.208	1.245	0.063	1.035	-0.132	0.125	-0.281	-0.063	-0.371	-0.086	-1.178	-0.381	-0.675	-0.054	-0.06	-0.369	0.651	0.471	0.963	0.896	0.776	-0.813	-0.187	-0.825	0.195	-0.513	0.055	0.8	0.015	0.392	0.093	0.306	-0.53	0.351	0.178	0.226	1.027	0.213	1
58	-1.11	0.911	0.419	-0.159	-0.012	-0.574	0.383	-0.176	1.059	1.188	0.164	-0.106	-0.511	-0.659	-0.069	-0.537	-0.076	1.145	0.59	0.158	-0.557	-0.419	-0.249	-0.412	-0.84	-0.204	0.436	0.358	-0.087	-0.691	0.037	0.072	0.368	-0.404	-1.284	-0.085	0.719	-0.861	-1.296	-1.981	-0.641	-1.056	1
59	-0.431	0.469	0.641	-0.092	0.558	-0.215	0.135	0.247	0.645	-0.034	0.245	-1.075	0.024	-0.155	0.668	0.409	-0.176	-0.493	1.626	0.328	-0.196	0.026	0.164	-0.35	0.012	0.033	-0.126	0.156	0.081	-0.016	0.234	0.565	0.541	0.139	0.461	0.229	0.249	-0.208	0.518	0.278	0.792	0.213	1
60	0.168	-0.266	-0.288	0.331	0.665	-0.291	-1.285	0.239	-1.876	0.222	-0.248	-0.713	-0.983	0.187	-0.334	-1.027	-0.675	-0.008	-0.998	-0.454	-0.664	-0.984	0.082	0.663	-0.197	-0.813	0.047	0.327	-0.42	0.299	0.43	-0.222	0.678	-0.363	0.174	-0.304	-0.463	0.107	-0.776	-0.867	0.175	0.213	1
61	0.664	-0.937	-0.803	-0.015	-0.479	0.071	-1.039	0.479	-1.086	-0.982	-0.487	0.743	0.901	0.588	-0.385	-0.049	0.074	-0.471	-1.322	-0.675	0.927	-0.552	0.121	0.505	0.982	0.453	-1.073	-1.173	-0.719	-0.177	-0.861	-0.299	-0.769	-1.056	0.825	-0.386	-1.48	-0.831	-0.873	-0.756	0.607	-0.703	1
62	-0.164	0.087	-0.761	-0.505	-0.393	-0.149	-0.703	-0.057	-0.325	-0.034	-0.016	-0.362	0.024	-0.237	-0.229	0.125	0.089	-0.38	0.058	-0.624	0.231	0.089	0.338	-0.038	0.234	0.581	-0.263	-0.536	-0.747	0.507	-0.11	-0.697	-0.669	-0.079	-0.296	-0.124	-0.451	-0.018	-0.784	-0.12	0.235	-0.703	1
