10010013	2	19	2	4	3	3	4	1	4	1	2	2	5	3	4	5	4	5	1	2	1	3	1	2	5	2	4	2	2	3	4	5	2	4	4	3	1	4	1	5	5	4	5	5	5	3	5	1	5	2	5	2	5	2	2	3	2	5	4	5	5	4	4	4	1	4	5	4	5	5	5	3	2	2	5	4	2	2	1	4	3	5	3	2	2	1	3	1	4	1	4	5	5	3	1	4	4	3	4	3	3	1	2	3	5	5	4	4	2	5	5	5	2	4	5	3	5	4	5	5	5	4	5	4	2	3	3	2	5	2	4	3	2	4	5	2	2	1	4	2	1	5	2	3	1	1	2	5	5	5	2	2	2	2	4	1	2	1	3	2	3	2	2	5	5	5	4	5	5	5	5	2	5	3	3	3	2	4	2	2	2	1	3	3	4	5	5	2	5	5	5	5	5	4	5	5	2	4	5	1	4	5	4	3	2	1
10010014	1	21	4	4	4	4	4	2	2	2	2	2	2	2	2	3	2	4	3	3	3	3	3	2	2	3	3	4	4	4	4	4	2	5	2	2	2	4	3	4	4	5	2	3	4	1	4	2	4	3	4	2	2	2	2	2	1	4	5	4	4	4	4	4	2	4	4	4	4	5	4	4	2	2	2	2	1	4	2	4	3	4	3	4	3	4	2	4	2	3	4	2	2	1	4	1	2	3	3	4	2	3	3	3	4	3	3	2	2	3	4	3	2	2	4	2	3	3	3	3	4	2	3	2	2	2	4	3	2	3	2	2	3	2	4	2	2	1	2	2	3	3	2	4	2	4	4	4	3	4	2	2	2	3	5	2	2	2	3	3	4	2	2	2	2	3	3	4	4	3	3	2	2	4	4	4	4	4	3	4	3	2	3	2	2	3	3	3	4	4	4	4	4	4	4	4	2	3	3	2	3	3	4	4	4	1
10010015	2	19	5	5	5	5	4	1	1	1	1	1	1	1	2	2	3	5	3	2	4	2	2	3	1	3	5	4	5	5	5	1	2	5	1	1	1	5	3	4	5	5	1	1	1	1	2	1	4	3	5	2	2	2	2	3	1	5	5	5	5	5	4	5	1	3	5	5	3	5	4	3	1	1	1	1	1	3	4	4	3	5	4	4	3	3	1	5	3	3	4	2	1	1	5	1	3	1	2	4	2	3	5	5	5	5	2	1	2	1	1	2	3	1	3	3	1	2	4	3	3	2	5	4	2	5	5	5	2	5	1	1	2	1	5	1	1	1	2	3	5	2	2	2	3	4	3	3	4	4	3	1	1	3	5	2	2	5	3	3	4	1	3	2	2	3	3	3	5	5	5	3	2	4	4	4	5	3	5	5	4	5	5	5	2	4	1	4	5	3	4	5	5	4	5	4	1	5	2	3	3	2	5	4	4	1
10010016	1	22	4	3	5	3	5	2	2	2	3	2	2	3	3	4	5	5	3	2	2	3	2	2	2	3	3	4	4	5	4	2	3	4	2	3	3	5	3	3	3	5	2	2	2	2	3	2	5	3	3	2	2	2	2	3	3	4	3	3	3	3	5	5	2	2	5	3	5	5	2	3	2	3	4	2	3	2	2	4	3	4	4	2	4	4	2	3	4	2	5	2	3	3	3	4	5	3	3	5	2	3	3	4	5	5	4	3	3	3	4	4	3	3	2	4	2	5	5	5	5	4	5	4	3	4	4	4	1	5	2	3	2	1	2	2	4	2	2	1	2	2	5	3	2	5	2	5	2	4	3	4	3	3	2	5	2	2	2	5	2	2	1	3	5	3	3	5	5	3	4	2	3	5	5	3	2	5	2	1	4	2	2	2	3	2	3	2	2	4	3	4	4	5	5	4	3	3	3	1	1	4	5	4	4	1
10010017	2	20	4	4	4	4	3	3	4	3	3	2	3	4	3	3	4	5	2	2	4	4	3	3	2	3	4	2	3	2	4	2	4	2	2	4	3	2	3	2	2	2	2	4	4	4	3	3	3	2	3	2	3	4	3	4	4	4	4	4	5	2	3	3	4	3	4	3	3	3	3	2	4	3	3	2	2	2	4	3	2	4	4	2	2	4	4	2	4	3	4	2	2	3	3	5	4	1	2	2	2	2	4	4	5	5	4	4	4	4	4	2	5	4	4	5	2	4	4	4	4	4	4	4	4	5	4	4	2	3	4	4	2	4	4	2	2	1	2	4	5	2	2	4	2	4	4	3	3	4	2	3	3	3	5	4	4	2	2	3	4	4	2	3	3	3	2	4	5	5	4	4	3	4	3	4	3	4	4	4	4	2	2	3	3	4	3	4	4	4	3	4	4	4	4	4	3	3	4	2	2	4	4	4	3	1
10010018	2	21	4	4	4	5	5	2	1	1	2	2	3	3	2	3	3	4	3	3	3	4	2	3	2	2	5	4	4	3	4	2	2	5	1	3	2	3	2	4	4	5	3	5	2	2	3	1	5	3	3	2	3	4	3	3	3	4	3	3	3	3	5	5	2	5	4	4	3	4	3	3	4	3	2	2	2	5	1	5	5	3	5	2	3	4	2	3	4	2	5	2	2	2	5	4	3	3	4	4	2	1	4	5	5	5	3	4	3	3	3	3	5	3	4	5	4	3	5	4	3	5	5	3	2	4	3	4	3	4	2	2	1	1	2	2	1	1	3	3	3	4	2	3	2	4	4	2	3	5	3	1	1	2	3	3	3	4	2	3	3	2	2	5	3	3	3	3	5	5	4	5	4	4	4	4	3	3	3	5	4	3	5	2	3	2	3	3	4	3	4	4	4	4	4	4	2	4	3	2	1	4	3	3	4	1
10010019	2	22	3	4	4	5	4	2	1	2	1	2	3	2	2	4	3	4	4	2	4	3	2	3	2	2	3	3	3	4	3	2	3	3	2	3	2	3	2	3	3	3	4	2	2	3	4	3	3	3	2	2	3	3	2	3	2	3	3	3	3	3	3	4	3	2	4	4	4	3	3	3	4	4	4	4	3	4	2	4	4	3	3	2	3	4	4	3	3	3	3	3	2	2	4	3	3	3	3	3	4	3	3	4	3	4	3	2	2	3	3	2	2	2	2	2	4	2	3	3	2	3	2	2	3	2	4	2	4	3	3	2	3	3	4	4	2	1	3	3	4	3	3	4	3	2	3	3	4	4	3	2	3	3	3	4	3	4	3	3	4	2	3	3	2	4	2	3	4	4	2	4	4	3	3	3	3	3	1	2	1	2	2	3	5	2	2	4	4	3	4	4	4	3	4	4	2	4	2	2	3	2	4	3	4	1
10010020	1	23	4	4	3	4	4	3	3	2	3	2	4	4	3	4	5	5	3	3	2	4	3	4	3	3	3	4	3	4	4	3	3	2	2	4	4	3	2	3	1	3	4	4	3	3	3	3	4	2	3	3	4	3	3	2	4	4	4	4	4	3	4	4	2	4	4	3	2	3	4	3	1	2	2	1	2	4	2	5	4	3	4	4	4	3	2	2	4	2	5	2	3	4	2	4	4	1	3	2	3	2	4	4	5	4	4	4	3	4	4	3	3	4	4	4	3	4	5	4	4	3	5	4	3	5	4	4	2	4	2	2	2	3	3	2	2	1	3	4	2	4	3	4	3	4	4	3	4	4	4	2	2	3	4	2	2	3	2	3	4	3	3	4	4	4	4	4	5	5	4	5	4	4	3	3	4	3	1	1	1	1	1	5	5	2	4	4	3	3	4	4	4	4	4	4	3	4	4	2	2	4	4	3	4	1
10010021	2	22	4	4	4	4	3	3	2	2	2	3	3	2	3	3	1	3	3	3	1	3	3	1	3	3	4	2	2	4	3	2	2	5	2	2	2	4	2	4	5	3	5	4	4	3	2	2	3	3	3	4	3	4	4	4	2	3	3	2	4	2	3	4	3	2	3	4	3	5	5	3	3	1	2	2	2	4	2	4	4	4	3	2	2	3	3	4	4	3	3	3	2	2	4	2	4	3	4	3	2	1	4	3	4	4	3	4	2	4	3	4	2	3	4	3	4	4	4	4	2	4	3	2	4	3	4	3	2	3	4	3	4	1	4	3	1	2	3	3	4	3	3	3	2	4	2	3	3	3	3	3	3	3	3	2	2	2	4	2	3	2	2	2	4	3	4	3	5	3	2	5	4	4	4	4	4	4	3	5	3	2	4	3	5	2	2	3	5	4	4	3	4	3	3	4	2	3	4	2	2	4	4	3	2	1
10010022	1	20	5	5	5	4	5	1	1	1	2	2	3	3	1	2	2	3	3	4	3	3	2	1	1	2	2	2	2	4	4	1	2	4	1	4	2	3	2	4	4	4	3	4	2	2	4	2	4	2	4	4	2	3	1	2	1	3	3	3	4	3	4	4	2	4	4	4	4	4	4	4	2	2	2	2	4	2	3	4	4	4	4	3	4	3	2	4	2	3	3	2	2	2	2	1	5	2	4	3	2	2	3	5	5	4	4	3	2	4	3	4	1	1	2	3	2	3	4	4	4	3	4	4	3	4	3	4	2	4	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	5	5	4	4	4	2	1	1	1	2	1	1	1	1	3	1	2	1	3	3	3	3	3	4	4	4	3	4	5	4	4	4	3	3	5	4	2	3	4	3	4	2	3	4	4	3	3	4	5	5	4	1	5	1	3	2	2	5	4	4	1
10010023	2	20	4	5	4	4	3	3	3	2	3	2	3	3	3	4	4	4	3	3	4	4	4	3	3	3	4	4	4	4	5	4	3	4	3	2	4	3	2	3	4	4	3	3	4	2	3	2	2	3	4	3	3	2	3	3	2	4	4	4	4	4	5	5	1	4	4	3	3	3	3	4	1	2	2	2	3	3	3	4	3	4	3	5	4	4	3	3	3	3	3	2	2	2	4	1	2	3	4	4	2	3	4	3	4	5	3	3	3	2	3	2	3	3	4	4	3	3	4	3	4	4	3	3	4	3	4	4	3	3	3	3	3	3	4	3	2	2	3	3	4	3	3	3	4	2	2	2	3	3	3	2	2	3	3	4	3	4	4	3	3	3	3	2	3	4	4	3	5	5	2	5	3	3	3	3	3	3	5	5	5	4	5	3	3	4	3	4	5	4	4	4	5	4	4	3	2	5	3	2	3	4	3	2	3	1
10010024	2	23	5	4	4	5	5	3	2	2	2	1	2	2	1	4	2	3	2	1	2	2	2	2	3	2	4	4	3	4	2	2	1	4	1	3	2	4	4	2	5	5	2	4	4	2	1	4	3	4	5	5	4	3	4	4	4	3	4	3	4	2	2	4	3	4	3	4	4	3	5	3	3	4	4	3	2	3	4	3	3	4	4	2	5	4	3	4	3	3	4	2	2	4	2	3	3	3	5	4	4	2	3	3	4	5	4	4	2	4	2	4	2	2	2	4	2	4	5	4	5	4	3	1	3	2	4	2	4	2	3	3	2	5	4	3	4	2	4	3	4	3	4	3	3	4	3	3	3	2	4	1	4	3	2	4	4	3	4	4	3	2	2	4	4	4	4	3	4	4	4	4	2	4	2	5	5	4	4	5	4	4	3	2	2	3	3	3	4	4	4	5	4	5	5	4	2	4	2	4	5	3	4	5	4	1
10010025	2	27	3	5	4	5	5	2	1	1	1	2	2	2	2	3	1	4	3	2	3	3	3	2	1	3	3	4	4	3	4	3	1	4	2	2	2	3	3	3	3	4	2	2	2	1	3	2	4	3	4	2	2	2	1	2	1	3	4	4	4	4	4	5	2	3	3	4	3	4	3	4	2	1	1	2	2	2	4	3	2	4	3	4	3	5	2	4	3	4	4	4	1	1	5	1	2	3	4	4	2	3	3	4	4	4	3	2	2	3	2	2	2	2	2	4	2	2	3	3	3	4	3	3	2	2	5	1	3	3	1	1	2	1	2	2	1	1	3	2	3	2	2	3	2	4	3	1	3	4	2	3	2	2	3	2	2	3	4	3	4	3	2	2	2	2	3	2	4	4	3	4	2	4	3	3	4	3	4	5	3	2	4	3	3	4	2	2	3	2	4	4	4	5	4	4	1	5	3	2	2	3	4	3	2	1
10010026	2	21	4	4	4	4	3	3	2	3	3	2	2	2	3	3	1	5	3	3	3	2	4	5	3	4	5	4	4	4	3	3	3	4	3	3	2	2	2	2	4	5	3	3	5	2	3	5	1	5	3	2	3	3	5	3	3	3	2	3	3	2	2	3	3	1	3	3	4	3	4	4	4	3	3	2	4	3	3	4	4	2	3	2	1	2	4	3	3	2	4	4	2	1	3	3	4	2	3	3	4	3	1	1	2	4	1	2	3	2	2	3	3	3	5	4	3	1	2	4	1	3	3	3	2	3	3	1	4	2	3	4	2	2	4	4	4	3	4	5	5	5	5	5	5	2	1	2	2	2	5	4	4	3	4	4	5	4	5	3	5	4	4	3	1	1	3	3	5	5	3	2	3	2	1	3	3	3	2	3	4	2	5	2	3	3	2	4	5	3	5	3	5	5	3	3	2	5	4	2	2	4	3	1	2	1
10010027	2	23	4	3	4	4	4	2	3	2	2	2	3	4	3	3	3	2	1	1	2	3	3	2	3	3	3	2	3	2	4	2	2	3	2	4	3	3	3	2	5	4	4	4	4	2	4	2	4	2	3	3	3	3	3	4	3	4	4	3	4	3	3	4	3	4	4	2	4	4	4	4	2	2	2	2	2	4	2	3	3	3	4	3	2	3	2	3	2	4	3	2	2	2	4	3	2	4	5	5	3	2	4	3	4	4	3	4	3	4	4	3	3	3	4	2	3	4	3	4	4	3	4	3	4	3	3	3	3	3	3	2	2	3	4	2	1	2	2	2	2	2	3	1	2	3	3	3	3	3	3	3	2	2	3	2	2	3	2	3	2	3	3	3	4	4	3	4	4	3	3	3	3	4	3	4	3	4	2	2	3	2	2	4	4	4	2	2	4	2	4	3	4	4	4	3	3	4	4	2	4	4	4	4	4	1
10010028	2	21	4	5	4	5	5	3	2	2	2	2	4	2	3	5	2	5	4	5	4	4	2	5	4	3	5	5	4	3	4	3	2	3	2	5	3	3	2	3	4	4	3	4	5	3	2	2	3	4	2	5	5	3	3	5	2	3	2	4	4	4	4	5	2	5	5	3	5	5	3	4	3	4	3	2	4	3	2	5	5	3	4	4	5	4	1	3	4	4	5	2	2	2	4	2	5	3	5	5	3	3	4	4	5	5	4	3	3	4	3	5	3	3	5	4	3	3	5	5	4	4	5	2	2	5	5	3	5	3	2	1	2	1	3	2	2	2	3	5	3	2	5	5	4	3	4	3	3	4	4	5	3	4	4	2	2	4	4	4	5	4	4	4	5	3	4	2	5	3	4	4	4	4	4	4	5	4	5	5	5	5	5	5	5	2	5	4	5	5	4	5	5	5	5	5	2	4	3	2	3	3	5	5	5	1
10010029	1	21	4	5	5	3	4	1	1	1	1	1	2	2	2	3	1	5	2	2	3	2	2	1	1	2	3	5	3	3	5	2	2	5	1	2	2	4	2	3	5	4	2	3	1	1	2	2	5	2	2	2	1	3	3	5	1	3	3	3	5	3	3	5	1	5	5	4	5	4	2	3	3	3	2	2	2	2	4	2	2	3	3	4	2	4	2	2	4	3	5	1	3	1	4	1	5	1	1	1	1	2	3	4	5	5	3	3	3	3	2	3	3	2	4	5	2	4	5	5	1	3	5	5	1	5	3	4	2	4	1	1	1	1	4	2	1	1	2	1	5	2	2	3	2	3	4	4	4	4	2	2	1	1	5	1	2	2	1	5	3	2	2	3	3	3	3	3	5	5	5	4	5	4	3	4	3	3	2	3	2	3	4	4	4	1	3	5	3	2	4	3	4	4	3	5	1	3	3	2	2	5	4	3	3	1
10010030	1	20	3	3	3	3	4	3	2	2	2	2	3	2	2	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	3	2	1	4	2	2	2	3	2	3	4	4	2	3	4	2	3	2	4	2	4	2	2	2	2	3	2	4	4	4	4	4	4	4	2	3	4	4	4	4	3	4	2	2	2	2	2	2	3	3	2	4	2	2	2	3	2	5	1	4	2	4	2	2	3	2	3	5	5	4	2	4	3	4	4	3	3	3	1	2	3	2	1	2	2	1	1	2	4	4	3	3	3	3	2	1	2	3	2	4	2	2	2	2	3	3	1	2	3	3	2	2	3	3	2	4	4	3	4	2	2	3	2	2	5	1	2	2	2	3	3	2	2	3	3	2	2	2	5	4	2	3	4	3	2	4	3	3	1	2	1	1	2	2	1	1	4	4	3	3	4	3	4	4	4	4	2	3	2	2	5	2	4	3	3	1
10010031	1	21	4	4	4	5	5	3	3	4	1	2	4	4	5	5	4	5	5	5	1	3	4	2	2	5	2	5	4	2	4	2	4	5	2	2	2	4	1	4	1	4	4	4	3	2	4	4	2	3	3	2	4	3	4	2	4	4	5	3	4	5	4	5	2	4	4	2	4	4	5	4	1	1	1	2	2	2	3	4	4	3	4	3	3	3	3	5	3	4	3	1	3	1	3	5	2	1	2	2	2	2	5	4	4	5	2	4	2	2	4	2	3	5	4	4	2	2	3	5	3	2	4	4	5	4	3	4	4	4	2	2	2	2	4	2	1	2	3	4	5	3	4	5	2	4	3	4	2	4	2	5	2	4	5	1	2	4	4	1	5	2	1	3	2	2	2	2	5	5	5	5	5	2	4	3	4	3	1	2	1	4	2	2	3	1	4	3	4	4	4	4	4	5	4	5	1	3	4	4	2	4	3	4	2	1
10010032	1	20	3	4	4	4	4	2	2	2	2	2	4	4	4	4	5	3	3	4	3	3	2	1	4	2	3	3	4	3	4	4	2	4	3	5	4	4	3	4	4	4	4	5	4	4	5	2	4	2	4	4	4	4	3	5	4	3	1	3	4	2	3	4	3	4	2	3	4	3	3	2	5	4	5	5	4	2	2	5	4	3	2	2	2	3	2	2	4	2	4	2	5	5	1	5	4	2	2	3	3	2	3	4	4	4	4	4	4	5	4	4	2	4	4	3	2	4	5	5	4	3	4	4	4	4	4	3	1	4	3	2	3	2	4	3	2	2	2	3	2	4	3	2	2	4	4	5	2	5	4	2	2	2	2	2	2	2	2	2	4	4	2	4	4	4	5	4	5	5	4	4	4	4	4	3	4	3	2	2	3	2	2	4	3	3	2	4	4	4	4	4	4	3	3	4	2	3	4	4	3	4	4	4	4	1
10010033	2	19	4	4	4	4	5	2	1	1	2	2	4	4	4	3	4	5	2	3	2	5	2	2	2	2	3	3	3	3	4	4	2	3	2	4	3	3	2	3	4	4	4	4	3	3	4	2	5	2	4	2	3	4	4	2	2	4	3	3	5	4	5	5	2	5	4	4	5	4	1	3	2	1	2	2	1	4	1	5	3	4	5	3	5	4	2	1	4	2	4	2	2	2	3	3	4	2	2	2	1	2	5	5	5	5	4	3	4	5	4	5	5	4	5	5	2	5	5	5	4	2	4	4	5	4	5	5	2	4	1	1	2	1	3	1	1	1	1	2	2	1	2	3	2	4	4	4	3	4	2	2	1	1	1	2	2	3	3	3	3	5	2	5	5	5	5	5	5	5	5	5	5	4	4	5	4	4	5	5	5	5	3	5	5	5	2	5	3	4	5	5	5	5	5	5	1	5	3	3	3	4	5	4	5	1
