10010003	5	4	1	1	3	2	3	1	2	4	1	1	4	2	4	1	2	4	2	1	3	5	2	5	4	5	2	2	4	4	5	3	4	3	5	3	3	4	4	3	1	5	2	3	3	3	4	2	5	2	3	4	2	3	4	3	3	1	3	2	3	3	3	2	3	3	2	2	3	2	3	3	3	4	3	2	5	3	3	2	3	3	4	3	4	3	2	5	3	2	2	2	2	4	2	5	3	5	5	4	2	3	0	1
10010006	4	2	4	4	4	3	2	1	5	5	1	4	4	3	5	4	4	1	4	2	3	2	1	4	3	1	2	4	3	4	5	5	4	2	5	4	5	4	5	4	2	4	3	5	5	1	4	3	3	2	4	5	1	2	3	4	3	3	4	5	5	5	4	2	5	5	1	1	4	5	3	4	4	4	2	5	4	4	3	3	4	5	5	5	4	4	1	5	5	4	2	3	1	4	2	5	4	3	4	4	5	5	0	1
10010013	4	3	3	1	4	2	4	2	1	3	1	3	2	3	5	4	5	5	1	2	4	4	1	4	4	2	5	2	5	5	4	2	4	4	4	4	2	2	2	5	2	4	3	4	4	1	2	2	2	2	1	4	5	1	2	4	1	4	3	5	4	2	3	1	1	4	1	5	2	5	5	4	5	4	4	4	5	2	2	1	1	4	3	3	5	2	2	5	3	4	1	1	2	3	2	5	2	2	3	3	1	4	0	1
10010015	5	5	4	1	2	5	5	1	1	5	2	1	2	2	5	1	2	5	4	3	3	3	2	4	5	5	2	1	5	4	5	4	5	3	5	3	2	5	5	1	2	5	1	4	5	4	5	2	5	1	3	5	1	2	5	5	1	2	5	3	4	5	1	3	1	5	1	1	1	1	1	5	4	5	5	5	5	4	2	3	5	3	5	1	5	5	1	5	4	1	2	1	3	5	2	5	1	4	5	5	2	5	0	1
10010016	3	3	4	2	4	3	5	3	4	5	2	5	2	3	5	2	3	4	2	3	5	5	2	5	4	5	4	2	5	3	2	4	5	3	2	2	2	3	4	3	2	5	3	1	3	4	3	3	3	2	3	5	2	2	4	4	3	3	3	3	5	4	3	3	4	3	2	2	2	2	2	3	3	4	2	2	3	5	3	1	4	5	2	3	5	4	2	5	4	2	2	2	2	5	2	5	2	5	5	5	2	4	0	1
10010017	4	3	1	3	4	4	2	3	2	2	2	3	2	4	4	4	3	4	4	3	4	4	4	4	4	5	3	3	5	2	4	2	4	5	2	3	2	4	4	3	2	4	4	5	3	5	4	3	4	2	2	2	2	3	3	3	3	3	4	2	3	3	4	3	3	4	2	2	2	2	3	4	2	2	3	2	2	4	4	2	4	4	1	4	4	4	3	4	4	2	2	3	3	3	2	5	4	4	4	4	2	4	0	1
10010019	5	3	4	2	2	3	3	1	3	4	2	2	3	3	4	1	2	4	4	2	3	3	2	4	3	3	4	2	4	3	4	3	3	4	3	4	2	3	4	3	2	4	2	3	3	3	2	3	4	2	4	3	2	2	2	4	2	2	5	4	4	3	2	2	2	4	2	2	3	3	3	3	3	3	4	4	3	4	3	4	4	3	4	3	3	3	2	4	3	2	2	2	3	4	1	5	2	4	3	4	3	4	0	1
10010022	4	4	4	1	2	3	3	2	2	4	2	2	3	3	4	1	3	4	3	2	2	4	2	3	4	3	2	1	3	4	4	2	4	2	5	2	4	5	2	3	1	4	2	1	4	4	4	2	4	2	3	4	1	2	4	4	2	1	4	1	5	2	3	2	1	5	1	1	1	2	3	2	4	4	4	3	4	3	2	2	4	4	4	4	5	5	2	5	5	1	3	1	1	4	2	4	2	5	5	5	1	4	0	1
10010025	5	5	3	2	2	3	3	1	2	3	2	1	3	3	5	1	2	5	3	3	1	4	2	5	4	3	3	1	4	2	5	4	5	5	4	2	2	5	3	2	2	5	3	5	5	4	3	1	5	2	3	4	3	3	5	4	2	2	5	2	5	4	2	3	2	5	2	1	2	2	2	3	3	4	4	3	3	4	1	4	5	2	2	2	5	3	1	5	4	2	2	1	2	5	2	5	2	4	4	4	3	4	0	1
10010026	3	5	4	3	5	5	2	3	3	4	4	4	3	2	2	2	3	4	3	4	1	4	3	3	3	4	3	2	5	2	4	4	4	3	2	3	3	4	3	1	3	5	2	3	2	3	4	3	5	2	3	5	3	4	3	2	2	3	4	3	3	4	2	2	2	4	3	3	3	3	2	5	2	4	3	4	4	2	3	4	3	2	3	3	5	4	3	3	3	3	2	3	5	5	2	4	1	4	4	4	4	5	0	1
10010030	3	3	3	3	4	2	3	2	2	3	2	2	2	3	4	2	3	3	3	2	3	3	3	4	3	2	3	2	3	4	4	3	3	3	4	4	3	4	3	2	2	4	2	2	3	4	2	2	3	2	3	4	2	2	2	2	2	2	3	4	4	3	2	2	1	3	2	2	2	1	3	2	3	4	3	4	4	3	1	4	4	4	3	2	3	3	2	4	4	2	2	2	2	3	3	4	3	4	3	3	2	2	0	1
10010035	5	4	4	3	4	4	3	2	2	3	2	3	1	3	5	3	3	5	2	3	2	3	1	4	4	3	3	2	3	3	4	2	4	3	5	1	3	3	3	3	2	5	1	2	3	2	4	2	3	1	4	5	1	4	3	3	2	3	3	4	4	2	2	3	2	3	1	4	2	2	3	2	4	3	3	4	5	3	1	3	3	3	3	3	3	4	2	4	3	1	2	2	3	4	2	5	2	2	5	4	2	5	0	1
10010036	4	4	2	2	3	3	3	2	3	1	2	3	1	3	4	1	3	3	3	1	2	3	2	4	4	5	4	2	3	5	5	3	4	4	3	4	2	4	4	2	3	4	3	1	4	3	3	3	4	2	3	2	2	2	5	3	3	2	5	3	4	3	3	2	2	4	3	2	2	3	2	2	4	3	3	4	4	3	2	1	4	3	3	3	5	3	1	5	4	4	4	1	1	4	2	5	2	4	4	4	1	3	0	1
10010037	4	4	3	3	2	3	3	2	2	4	3	2	4	3	4	1	2	4	4	3	2	3	2	4	4	3	2	2	5	2	3	4	4	4	4	4	3	4	4	2	1	5	3	4	3	3	4	2	3	3	4	4	3	3	2	3	2	3	3	3	4	4	3	3	2	3	2	2	2	2	2	3	3	4	3	3	4	3	1	4	4	2	3	1	5	4	2	5	4	2	2	2	3	4	3	4	2	3	4	4	3	4	0	1
10010039	4	5	5	2	4	5	5	4	2	1	2	4	1	1	5	2	4	5	1	3	1	3	1	3	3	5	5	1	3	3	4	3	4	4	5	4	1	5	4	4	1	5	4	3	3	2	5	1	5	2	3	5	3	4	5	4	4	2	5	2	5	2	4	2	1	4	2	4	4	2	4	4	4	5	5	5	5	2	4	2	2	2	4	4	5	5	4	4	2	4	2	2	4	5	4	5	3	5	4	4	4	4	0	1
10010040	4	4	4	3	3	4	3	2	2	5	3	4	4	4	3	3	3	5	3	3	3	4	3	4	3	5	4	2	5	3	4	5	5	4	3	3	5	5	4	3	2	5	3	4	3	3	4	1	5	2	4	4	3	3	4	4	2	3	3	2	4	4	3	4	2	4	3	2	3	4	2	4	2	3	4	3	5	4	3	4	4	4	2	2	4	5	2	4	4	4	2	2	3	4	1	5	2	3	4	3	3	4	0	1
10010042	4	4	3	2	4	4	3	3	3	3	2	3	3	4	4	2	3	4	2	2	3	4	2	4	4	4	3	2	4	4	4	3	4	4	2	3	3	3	3	3	2	4	4	3	2	3	3	2	3	2	4	4	2	3	4	4	2	2	4	4	3	4	4	2	2	3	2	1	3	2	2	3	3	4	4	4	5	1	1	3	4	4	3	4	4	4	1	5	3	2	4	1	2	4	3	5	3	4	4	4	2	4	0	1
10010044	4	5	4	1	4	4	3	2	2	3	1	4	1	3	4	1	4	4	3	2	3	5	1	3	4	4	4	1	4	4	4	4	4	4	4	4	3	4	3	2	2	4	4	2	4	4	4	2	4	2	3	4	2	4	3	4	1	2	4	1	4	4	3	4	1	5	2	1	3	2	3	5	5	5	5	4	5	2	1	2	4	5	4	3	5	4	2	4	5	4	1	1	4	4	1	5	2	5	5	5	1	4	0	1
10010045	5	5	5	1	2	4	4	1	2	5	2	1	2	2	5	1	5	4	2	1	1	5	2	5	5	4	3	2	3	1	4	3	5	2	4	3	1	4	3	2	2	4	1	1	4	3	2	3	4	1	3	4	1	1	4	4	2	1	4	2	5	4	3	3	2	5	2	3	1	2	2	4	5	3	4	5	3	4	2	1	5	3	5	4	5	5	1	5	5	1	3	1	1	4	3	5	1	5	5	5	2	4	0	1
10010046	5	5	2	1	2	4	5	1	2	3	1	1	3	3	5	1	4	5	1	1	1	5	1	3	3	5	4	1	5	2	5	4	5	4	3	5	3	3	4	2	1	5	1	1	5	2	2	1	5	1	3	5	5	2	4	5	1	1	2	3	5	5	5	1	1	5	1	3	1	1	4	2	4	5	5	5	5	5	5	2	3	4	2	2	5	5	1	5	3	2	2	1	1	5	1	5	1	5	4	4	2	4	0	1
10010048	4	3	3	2	3	4	4	2	2	3	1	2	2	2	5	1	2	5	4	2	1	4	2	3	4	4	3	1	4	2	4	3	4	4	4	2	2	4	3	1	1	4	3	3	4	4	4	2	4	2	3	5	3	2	4	4	1	2	4	4	4	4	2	3	2	4	2	2	2	2	2	3	4	4	4	4	4	4	1	2	4	3	3	1	4	4	1	4	3	1	3	1	2	5	1	4	2	4	5	4	2	4	0	1
10010049	4	3	3	2	3	3	3	2	3	4	2	2	2	3	4	2	3	4	3	2	3	4	2	3	4	4	3	2	3	4	4	4	4	3	4	3	3	4	4	3	2	4	2	2	4	4	4	2	4	2	3	4	3	2	4	4	3	3	4	3	4	4	3	2	2	4	2	2	2	2	3	2	4	4	4	4	4	3	1	2	4	4	3	4	4	4	2	4	4	2	2	2	2	4	2	4	3	4	4	4	2	3	0	1
10010051	4	3	1	2	3	2	2	3	3	3	3	3	3	2	4	3	3	5	2	2	3	5	4	4	5	4	4	3	4	5	4	2	4	3	4	4	1	3	3	3	1	4	3	3	2	1	3	3	4	4	2	5	3	3	4	3	2	3	4	2	3	3	4	1	2	3	1	4	3	2	3	4	2	3	2	1	3	2	2	1	3	4	2	3	5	4	1	4	4	2	3	2	1	1	1	5	3	4	3	4	2	2	0	1
10010052	4	4	2	1	2	4	4	2	3	4	3	2	2	4	4	1	2	4	3	2	3	4	2	4	4	5	3	1	4	4	5	3	4	4	4	3	3	4	4	3	1	4	2	5	3	4	5	1	4	2	2	4	2	3	5	4	3	2	5	3	5	4	3	2	2	4	2	2	1	2	3	3	4	3	4	3	3	3	2	3	4	3	4	2	5	3	2	5	4	2	3	2	2	4	1	5	2	4	4	4	3	3	0	1
10020002	3	3	3	3	2	3	3	2	2	4	4	2	2	2	4	2	3	4	2	3	3	3	3	3	2	3	4	2	3	3	3	2	3	3	4	3	3	4	3	3	2	3	2	3	3	4	3	2	3	2	3	4	3	2	3	3	2	2	4	5	3	3	3	3	2	4	2	3	2	4	2	2	3	4	3	3	4	3	4	3	2	4	4	3	4	3	2	4	3	3	3	3	2	4	3	5	3	3	3	4	3	3	0	1
10020003	4	4	4	1	1	4	4	1	2	4	2	2	1	2	4	1	2	4	3	4	1	3	1	4	4	4	3	2	5	1	4	4	4	5	5	2	1	4	4	2	1	4	3	3	4	3	4	2	4	2	3	4	3	3	4	3	2	4	3	3	4	4	2	2	2	4	3	3	1	2	2	4	4	5	4	3	2	3	2	4	5	1	4	1	5	4	2	4	3	1	1	1	4	4	2	3	1	4	4	4	2	3	0	1
10020006	4	4	2	5	2	4	3	3	3	4	2	2	4	3	4	1	4	4	2	4	4	4	2	4	4	5	5	2	5	5	5	4	4	5	4	2	5	4	5	3	3	5	5	2	4	5	4	4	4	2	5	5	3	4	4	3	3	5	4	4	4	4	4	2	3	5	4	3	2	4	4	4	4	5	4	5	3	3	5	2	5	4	2	5	4	4	1	4	4	4	3	4	4	3	1	5	2	4	3	5	3	5	0	1
10020011	4	3	3	2	2	4	5	2	3	4	1	2	2	1	4	1	3	4	2	2	4	4	1	2	2	4	4	2	3	4	3	2	3	4	4	5	3	3	1	2	2	3	4	1	3	2	3	2	3	4	2	3	3	1	4	3	1	3	4	4	4	3	3	1	3	4	2	2	3	4	3	2	3	2	4	3	5	2	3	3	4	5	2	4	3	4	1	4	1	2	2	2	1	4	4	4	4	4	3	4	2	3	0	1
10020012	4	4	3	2	3	3	3	2	2	3	2	2	2	3	4	2	3	4	4	3	2	4	2	4	4	5	3	3	4	4	5	4	4	4	4	2	2	4	3	2	2	5	2	4	4	4	4	2	4	2	4	4	2	3	3	2	2	2	4	3	4	4	2	2	2	4	2	3	2	2	2	4	3	5	4	4	5	3	2	3	4	3	5	3	4	4	1	5	4	2	2	2	2	4	2	5	2	4	4	4	2	4	0	1
10020013	5	5	5	1	1	4	4	1	2	5	2	1	3	3	4	2	2	4	4	2	2	3	1	5	3	4	4	2	4	2	4	5	4	5	4	2	3	4	4	2	2	5	3	2	3	5	4	3	4	1	5	5	2	2	4	3	4	3	4	3	5	5	3	2	3	4	2	1	2	4	4	3	3	4	4	4	4	4	3	4	5	3	4	2	4	4	2	5	4	3	2	1	2	4	2	5	2	4	4	5	2	5	0	1
