"","country","a5","a2","a6","c6","c3","c7","c2","c8","e9","e4","e3","e1","e8","n3","n5","n7","n6","o6","o2","o4","o9","a8","a1","a7","a3","c1","c5","c9","c4","e5","e6","e7","e2","n2","n1","n4","o7","o3","o5","o8","o1","a4"
"1","USA",-0.378024093404005,-0.00154406796682615,0.508572342015429,0.224904236516251,-0.118112269761576,-0.618161136283422,-0.143396760466578,0.0873356830173917,0.543861426139057,0.266229175223344,-0.481051808813139,-0.738325695688367,0.728958729755201,-0.716256509164923,-0.135211133837864,0.201564367147556,-0.692902840838831,0.118175950298511,0.16669351292318,-0.176256162932424,0.213251444543103,0.0964188151605747,0.167223977964225,-0.603728098327555,0.799270446911166,1.71296739042864,1.41100651804445,0.285459604448453,0.631260089229164,0.608076967419141,0.756889985158527,0.636893434806937,0.240948755849553,-0.232087732794407,-0.107896551976963,0.620251093888783,-0.234249973371941,0.675991829097405,-0.609822025188494,0.744558173066566,0.110421176803624,-0.089057946844806
"2","USA",-0.366998188261815,-0.575716799393646,0.0536696588727584,0.224904236516251,-0.964837033703691,-0.542301902552539,-1.00229288119877,0.0337154299746893,0.637949762706364,0.547759565434857,-0.131214980440476,-0.108863734290509,0.250768938773807,0.0310000047362645,-0.626872024542383,-0.238545796653951,-0.20866413061063,0.158319314587832,0.236121304327254,0.769958889998614,0.213251444543103,-0.11994667341368,0.36639623430037,-0.626539570155131,-0.300661223742569,0.82270858045645,1.30794762815654,0.674616615223937,0.445044693189082,0.0548282010696091,-0.686248355257418,-0.495306710041126,-1.16850463679749,-0.884117975362977,-1.08064656616443,0.435986769238482,0.620317534103914,0.89685392773932,0.502354668697056,0.0164566067063547,-0.333734843318026,-0.17389919439532
"3","USA",-0.82609480135622,0.561864814653978,-0.637397704812256,0.224904236516251,0.647131537602563,0.828286681005611,0.107157732347527,0.695774980392696,-1.02317152564725,0.0965556252830919,0.418590581408584,0.984795059030613,-1.48873537951413,-0.614524506971023,0.245115455833,0.148419092667975,-0.773369212749412,0.572817926640711,0.1338898032596,-1.96219007437963,0.213251444543103,-0.208687292486383,-0.101313381476466,-0.00634814809840403,-0.237807145762556,-0.100075202319904,0.566167342888087,0.176053647884944,-0.900118420238923,-0.208957129624547,-1.41720551789481,-0.742250580187361,-0.126413334325935,0.410391531323779,-0.33457339310686,0.564326296485221,0.315680322266413,0.494435180059261,0.256893900280917,-1.50414428085699,0.170927564362471,-0.158210743166689
"4","USA",-1.00902753485783,-0.403872859881552,-0.309304132271165,-0.288496242568107,0.132582617160801,1.37084270808807,-1.00229288119877,0.0651830906706561,0.543861426139057,0.619500496609567,0.534624031755774,0.00685705173944328,1.00382919601912,0.207784039956147,0.062052435209687,0.0788448861378391,-0.444893983663136,0.688577133280121,0.578257477435615,-1.69968162462554,0.963783491126233,0.406760273413492,0.153621845697888,1.03708891548309,0.662984731036392,1.6647990746529,1.33606720773996,0.162505529817379,-0.733196062662213,0.463641881153209,0.994858608726257,0.737583924702532,2.05753801453108,-0.731482089658056,0.108982622136152,1.07800054911899,0.337164180990663,1.03213584185137,1.07849926200331,-0.923355314448579,0.648403605419633,-0.293091964588561
"5","USA",-0.0353370455654184,-0.129695815238513,-1.10652509925942,0.313851697752824,-0.426909490040228,-0.174955669587685,1.24319383826135,0.353143977922981,-1.11725986221456,-0.962638159471482,-0.121805938689976,-0.755582888823856,-0.112458578498733,0.181176060492821,0.126795849234757,0.0428690257516609,-0.451832920761856,0.198462678877154,0.445317395303428,0.462778610549116,0.213251444543103,-0.276676236176766,0.206073595845958,-0.452312570196,-0.612181883582409,-0.000862623252130795,0.991999378657876,0.275065828823427,1.10734839405542,0.0181760546745641,-0.0738497541902075,0.0355735756229402,-0.927394305660254,0.590388256077749,-0.33457339310686,0.192509393231961,-0.15698504066847,0.588315911136041,0.380347854994048,-0.780671987063268,-0.359024621185699,-0.178716448105011
"6","USA",-0.378024093404005,-0.109481591597474,0.164723159266329,0.224904236516251,-0.426909490040228,-0.319419464018083,-0.143396760466578,-0.211531190207704,0.543861426139057,0.233168546915805,0.0278725625107831,0.0431288216909931,0.250768938773807,-0.753905100309514,-0.380106668952787,-0.0798504552580561,-0.0846597020227821,-0.15177116558579,0.1338898032596,0.542301531610684,0.213251444543103,0.212827384721164,0.206073595845958,-0.697053724949583,-0.373868444218449,-0.0910527897985986,0.702916101020024,0.275065828823427,0.323806141737816,-0.682359492461918,-0.269883176383387,-0.495306710041126,-0.243626782844794,-0.592526242105377,-0.802188906681747,0.290841165905315,-0.00326056846314036,0.45512973045549,-0.442704647738464,-0.0525704207030568,-0.574495228592714,-0.235687290722033
"7","USA",0.13507984947628,-0.643469171610411,0.0956404111947542,0.613282783367437,-0.596672692207744,-0.429135153551533,0.00192356052138973,0.837451299886171,0.206925068377717,-0.0507807209801918,0.0372816042612832,0.00685705173944328,0.185258222071379,-0.159376768809507,-0.135211133837864,-0.0798504552580561,-0.762519865199729,0.688577133280121,0.607580481470394,0.370527449506877,1.07669113195813,0.253148377923661,0.0519404517766047,-0.929356175834286,-0.515808597921905,0.649243337606109,1.15619244323052,0.24026126800126,0.47753311548349,0.436564852290718,0.616106625331639,-0.235091241344547,-0.621980656793956,-0.234153025389898,-0.855110674818304,0.292566519679305,0.469404794471742,0.80994248198486,0.695223733206173,-0.126226720678956,-0.367742194236739,0.0496814770484668
"8","USA",0.157920707245239,-0.391360432413394,1.17696983044604,0.0780343243976543,-0.220818449809143,0.178713320125877,-0.0227643078206764,-0.099414937331602,0.786709447333089,0.808647195334389,0.711595241373146,-0.387061405051066,0.477470171984285,-0.873315513863727,-0.160187479149541,-0.0532778180182658,0.554633070286806,1.0454206895693,0.709811982538047,1.8864312316415,0.326159085375004,0.473058089118721,0.789066737810413,-0.462685338154695,0.136026747149881,-0.0910527897985986,1.03255683788792,0.938603299857796,-0.850301708513416,0.391621891167854,2.22613427081841,1.14692659438093,0.601569916706296,-0.553104834951985,-0.395010928692655,-0.10156302880466,0.620317534103914,1.30143565061698,1.41727406695935,0.943005357252492,0.65737703781115,0.317039924256066
"9","USA",-0.0253753506938391,-0.535531647979763,1.19049116015905,0.623877950188568,0.12172129630211,-0.339661389195556,-0.677775629796742,1.02403022654081,-0.239655049754096,0.650142247232622,0.184787203383111,-0.195697750285826,0.519598980193711,-0.00127265486480668,-0.0958767953956759,0.307114434063871,0.16860715066036,0.680252759770041,0.709811982538047,-2.2104534907611,-0.424372961208126,0.208018589462755,0.943199881879766,0.172117218337384,-0.118808639824843,-0.303663935903382,1.33606720773996,0.352821567007307,1.22858694550669,0.640163741929581,0.0764891015225039,-0.430401911963414,-0.292437273462853,-0.553104834951985,0.714346417650849,0.562763396306552,0.465787668696972,1.03087182239287,-0.768361567435874,-1.03488302804981,0.223835179496202,0.38342635469078
"10","USA",-0.378024093404005,-0.643469171610411,0.537021764624413,0.224904236516251,-0.529615670087795,-0.319419464018083,-0.143396760466578,0.31071045686569,-0.333743386321403,0.233168546915805,-0.0903337899153375,0.0431288216909931,-0.600671241594051,-0.6908667985061,0.0952851024398009,-0.61610746282949,-0.0825608319485316,0.688577133280121,0.628680439454564,-1.7353149813705,0.213251444543103,0.261247010591369,0.36639623430037,-0.858842021039833,-0.906929700771404,-1.02045750302524,0.968308200851246,0.436885990076265,1.06166458792998,-0.810000551617961,-0.172204353291446,-0.891538700069094,-0.487034495182678,-0.731482089658056,-0.778129408349871,0.192509393231961,0.250563185211646,0.540709914985352,0.73348346561796,0.0164566067063547,-0.32544874090971,0.126198973365521
